label,label_reason,query,rank,rrf_score,title,agencies_affected,subject_matter,full_chunk_text
,,regulatory changes to premium processing scope and statutory authority expansion,1,0.032002,HHS issues notice excluding undocumented immigrants from additional federal benefits,"[""Unspecified/Other""]","[""Unspecified/Other""]","18. Both the July 14 Immigrant Exclusion Directive and HHS’s accompanying Regulatory Impact Analysis focus exclusively on Head Start in analyzing the effects of its new interpretation of “federal public benefit.” See 90 Fed. Reg. at 31236 (addressing only Head Start in its discussion of “[t]he application of this interpretation to specific HHS programs”); U.S. Dep’t of Health and Human Servs., Personal Responsibility and Work Opportunity Reconciliation Act of 1996 (PRWORA); Interpretation of “Federal Public Benefit”; Final Regulatory Impact Analysis, Final Regulatory Flexibility Analysis, Unfunded Mandates Reform Act Analysis, Docket No. AHRQ-2025-002 at 5 (“Specifically, in assessing expenditure changes and ongoing costs of checking eligibility, we adopt a scope of analysis that covers the Head Start program, administered by the Office of Head Start within the Administration for Children and Families.”). 19. Defendants’ unyielding stream of attacks are unlawful acts in service of an unlawful goal: to eliminate Head Start in blatant contravention of Congressional directives. They violate the core principles of Separation of Powers and the Spending Clause under the Constitution. Defendants’ March 14 DEI Letter and the April 16 DEIA Certification are also unconstitutionally vague and impermissibly suppress protected speech. 20. Defendants’ actions are additionally unlawful under the Administrative Procedure Act because they are contrary to the Constitution and federal statutes, including the Head Start Act and the Rehabilitation Act; ultra vires, and arbitrary and capricious."
,,regulatory changes to premium processing scope and statutory authority expansion,2,0.031778,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","For Wilhen, those individuals are family members of hers who deal with routine violence in Haiti. The termination of the CHNV parole processes means that these beneficiaries have lost their opportunity to come to the United States and potentially seek further protection here. The U4U, CHNV, and OAW parole processes were and remain authorized by the statutory parole authority, codified at 8 U.S.C. § 1182(d)(5). 216. As set forth above, Defendants have ordered and authorized the termination of the U4U, CHNV, and OAW parole processes based on the legal conclusion that they are not authorized by the parole statute. Case 1:25-cv-10495 Document 1 Filed 02/28/25 Page 57 of 65 58 217. Defendants’ legal conclusion regarding the scope of the parole authority and the legality of these specific parole processes is contrary to law. 218. Even Defendants’ allegedly discretionary decisions are based on an erroneous understanding of their discretionary legal authority. For example, the January 20 Huffman memorandum’s assertion that the Secretary of Homeland Security has absolute discretion to deny parole for any reason and in any circumstance is wrong; not only is the Secretary’s exercise of that discretion subject to constitutional constraints and self-imposed regulatory constraints, it is also currently restricted by numerous injunctions and other court orders. 219. Defendants’ termination of these parole processes must therefore be held unlawful, set aside, and/or otherwise vacated. SECOND CLAIM FOR RELIEF Violation of the Administrative Procedure Act – Contrary to Law & Ultra Vires (Suspension of benefits adjudication for parolees) (Against Defendants Noem, Vitello, Flores, and Davidson) 220."
,,regulatory changes to premium processing scope and statutory authority expansion,3,0.030835,Asylum seekers given less time to prepare for credible fear interviews,"[""U.S. Citizenship and Immigration Services""]","[""Asylum, Withholding and CAT""]","Taken together, Plaintiffs refer to these revised policies as the “Asylum Directives.” Plaintiffs, five individual native Honduran asylum seekers (two adults and three of their minor children) and the Refugee and Immigrant Center for Education and Legal Services (“RAICES”), a nonprofit organization that provides legal services to refugees, challenge the lawfulness of the Asylum Directives on multiple grounds. First, they allege that Cuccinelli was not lawfully appointed to serve as the acting Director of USCIS and that, as a result, the Asylum Directives must be set aside under the Appointments Clause, the FVRA, 5 U.S.C. § 3348(d)(1), the Administrative Procedure Act (“APA”), 5 U.S.C. §706(2)(A), and as ultra vires. Dkt. 1 at 63–68 (Compl. ¶¶ 225–36). Second, they allege that the Asylum Directives themselves are inconsistent with various statutory and regulatory requirements, including an asylum applicant’s statutory right to “consult with a person or persons of the alien’s choosing prior to the [crediblefear] interview,” 8 U.S.C. § 1225(b)(1)(B)(iv), and the regulatory authority of asylum officers freely to reschedule credible-fear interviews whenever the asylum seeker “is unable to participate Case 1:19-cv-02676-RDM Document 34 Filed 03/01/20 Page 4 of 55 5 effectively . . . because of illness, fatigue, or other impediments,” 8 C.F.R. § 208.30(d)(1). Dkt. 1 at 57–58 (Compl. ¶¶ 194–97). Third, they contend that the Asylum Directives are arbitrary and capricious because USCIS failed to consider how the Directives harm asylum seekers, acted based on “animus toward immigrants” and failed to provide an adequate justification for the policy changes."
,,regulatory changes to premium processing scope and statutory authority expansion,4,0.029631,USCIS updates policy on applying discretion in adjudications,[],[],"For complex or diﬀicult cases, oﬀicers should consult with supervisors and local counsel. A. Applicability Congress generally provides discretionary authority explicitly in the statutory language that governs an immigration benefit. In some instances, however, discretionary authority is less explicit and must be inferred from the statutory language. Executive agencies may also outline their discretionary authority explicitly in regulations. Many immigration benefit requests are filed under provisions of law that require the favorable exercise of discretion to administer the benefit. In these cases, the benefit requestor has the burden of demonstrating eligibility for the benefit sought and that USCIS should favorably exercise discretion. [1] [2] [3] [4] [5] [6] USCIS Response to Coronavirus 2019 (COVID-19) Chapter 8 - Discretionary Analysis | USCIS https://www.uscis.gov/policy-manual/volume-1-part-e-chapter-8 1 of 18 11/13/20, 11:20 AM Where an immigration benefit is discretionary, meeting the statutory and regulatory requirements alone does not entitle the requestor to the benefit sought. Certain immigration benefits are not discretionary. In these cases, if the requestor properly filed and meets the eligibility requirements then USCIS must approve the benefit request. There is no discretionary analysis as part of the adjudication, and these requests cannot be denied as a matter of discretion. The following table provides a non-exhaustive overview of immigration benefits and whether discretion is involved in the adjudication of such benefits."
,,regulatory changes to premium processing scope and statutory authority expansion,5,0.029514,DHS terminates Temporary Protected Status for Honduras,"[""U.S. Citizenship and Immigration Services""]","[""TPS""]","The results of this endeavor were devastating and one study found that removal to Liberia resulted in the “highest mortality rates in accurately recorded human history.” Antonio McDaniel, Extreme Mortality in Nineteenth-Century Africa: The Case of Liberian Immigrants, 29 Demography 581, 581 (Nov. 1992). 2 Acceptance of immigrants has ebbed and flowed over the centuries of U.S. history. In the late 1700s, immigration was largely unregulated except that naturalization as a path to citizenship was explicitly limited to “free white persons” in one of the first laws adopted in the nascent nation. See Naturalization Act of 1790, ch. 3, § 1, 1 Stat. 103, 103–04 (repealed 1795). During this Case 3:25-cv-05687-TLT Document 73 Filed 07/31/25 Page 18 of 37 19 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 United States District Court Northern District of California However, Congress has not delegated Defendants’ requested “[e]xtraordinary grant[] of regulatory authority” by using “any” in the TPS statute. West Virginia v. EPA, 597 U.S. 697, 723 (2022); see also Nixon v. Missouri Municipal League, 541 U.S. 125, 132, (2004) (“‘any’ means different things depending upon the setting”) (cleaned up). “Extraordinary grants of regulatory authority are rarely accomplished through modest words, vague terms, or subtle devices . . . Nor does Congress typically use oblique or elliptical language to empower an agency to make a radical or fundamental change to a statutory scheme.” West Virginia, at 723."
,,policy developments affecting immigrant visa backlogs and per country limits,1,0.032266,"POTUS issues Presidential Proclamation 9983, adding six new countries to Travel Ban","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Bureau of Consular Affairs""]","[""Unspecified/Other""]","the sole ground of ineligibility was based on P.P. 9645 or P.P. 9983; and 3. the applicant is applying again for an IV. This amendment is not retroactive and no refunds will be distributed based on this change to the regulations. This provision provides for a one-time exemption of the applicable fees per applicant. Immigrant Visa Fee Exemption for Applicants Previously Refused under... https://travel.state.gov/content/travel/en/News/visas-news/iv-fee-exempti... 2 of 4 1/31/22, 10:26 AM overcomes the ineligibility on which the visa was denied. Individuals who were refused on or after January 20, 2020, may beneﬁt under that regulation and fee exemption, because they are presumed to have sought reconsideration of their prior refusals on January 20, 2021, when the President issued P.P. 10141. FAQS I already paid a second immigrant visa application fee. Can I get a refund based on this new regulation? This amended regulation took effect on January 19, 2022, and only applies to applicants who applied for their IV for the second time on or after the effective date of the new regulation. No refunds will be distributed based on this change to the regulations. My visa application was refused pursuant to Presidential Proclamation 9645 or 9983, but I was also refused on additional grounds. Am I still eligible for the fee exemption? Some applicants may have been initially denied IVs under P.P. 9645 or 9983 and additional refusal grounds. These applicants are not eligible for the fee exemption, unless a consular ofﬁcer had previously determined that the refusal on other grounds had been overcome and the only impediment to issuance of an IV on January 20, 2021, was due to P.P."
,,policy developments affecting immigrant visa backlogs and per country limits,2,0.031778,"POTUS issues Presidential Proclamation, removing Chad from Travel Ban","[""Bureau of Consular Affairs""]","[""Visitor"", ""Unspecified/Other""]","(b) The initial report required under subsection (a) of this section shall be submitted within 180 days of the date of this proclamation; the second report shall be submitted within 270 days of the first report; and reports shall be submitted annually thereaxer. (c) The agency heads identified in subsection (a) of this section shall coordinate any policy developments associated with the reports described in subsection (a) of this section through the appropriate Assistants to the President. Sec. 6. Enforcement. (a) The Secretary of State and the Secretary of Homeland Security shall consult with appropriate domestic and international partners, including countries and organizations, to ensure ewicient, ewective, and appropriate implementation of this proclamation. (b) In implementing this proclamation, the Secretary of State and the Secretary of Homeland Security shall comply with all applicable laws and regulations, including those that provide an opportunity for individuals to enter the United States on the basis of a credible claim of fear of persecution or torture. (c) No immigrant or nonimmigrant visa issued before the applicable ewective date under section 7 of this proclamation shall be revoked pursuant to this proclamation. (d) Any individual whose visa was marked revoked or marked canceled as a result of Executive Order 13769 of January 27, 2017 (Protecting the Nation from Foreign Terrorist Entry into the United States), shall be entitled to a travel document confirming that the individual is permitted to travel to the United States and seek entry under the terms and conditions of the"
,,policy developments affecting immigrant visa backlogs and per country limits,3,0.030077,"POTUS issues EO 13780, extending travel ban and instructing agencies to enhance screening of certain foreign nationals","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Bureau of Consular Affairs""]","[""Unspecified/Other""]","2. Resumption of Visa Processing and Clearing the Backlog of Cases in Waiver Processing. (a) The Secretary of State shall direct all Embassies and Consulates, consistent with applicable law and visa processing procedures, including any related to coronavirus disease 2019 (COVID-19), to resume visa processing in a manner consistent with the revocation of the Executive Order and Proclamations speciﬁed in section 1 of this proclamation. (b) Within 45 days of the date of this proclamation, the Secretary of State shall provide to the President a report that includes the following elements: (i) The number of visa applicants who were being considered for a waiver of restrictions under Proclamation 9645 or 9983 on the date of this proclamation and a plan for expeditiously adjudicating their pending visa applications. (ii) A proposal to ensure that individuals whose immigrant visa applications were denied on the basis of the suspension and restriction on entry imposed by Proclamation 9645 or 9983 may have their applications reconsidered. This proposal shall consider whether to reopen immigrant visa applications that were denied due to the suspension and restriction on entry imposed by Proclamation 9645 or 9983, whether it is necessary to charge an additional fee to process those visa applications, and development of a plan for the Department of State to expedite consideration of those visa applications. (iii) A plan to ensure that visa applicants are not prejudiced as a result of a previous visa denial due to the suspension and restriction on entry imposed by Proclamation 9645 or 9983 if they choose to re-apply for a visa."
,,policy developments affecting immigrant visa backlogs and per country limits,4,0.029877,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,"[""Unspecified/Other""]","[""Refugees"", ""Unspecified/Other""]","§§ 1157(c)(1), 1181(c). The President determines the maximum number of refugees to be admitted each fiscal year. Id. § 1157(a)(2), (3). Since 1990, around 65,000 refugees have been admitted per year on average. Off. of Homeland Sec. Stat., Dep’t of Homeland Sec., Refugees: 2023, at 4 (Nov. 2024), https://perma.cc/8NAF-ST46. 29. A core component of the U.S. Refugee Admissions Program is federal funding for “domestic assistance” for the resettlement of newly arrived refugees, in partnership with private non-profit organizations. 8 U.S.C. § 1522. Rather than rely entirely on private charitable organizations to provide resettlement assistance, Congress made it the “policy of the United States” to commit federal funds in order to “promote opportunities for [refugee] resettlement.” Refugee Act of 1980, § 101, 94 Stat. at 102. Case 1:25-cv-00465 Document 1 Filed 02/18/25 Page 10 of 35 11 30. Although refugee resettlement is multifaceted, the resettlement program at issue here is the “[p]rogram of initial resettlement.” 8 U.S.C. § 1522(b). Under that program, the Secretary of State has been designated by the President to “make grants to, and contracts with, public or private nonprofit agencies for initial resettlement . . . of refugees in the United States.” Id. § 1522(b)(1)(A), (B); see also HIAS, Inc. v. Trump, 985 F.3d 309, 319 n.5 (4th Cir. 2021) (“Since 1981, the Department of State has overseen the program.”). Congress has made the same funding available for special immigrant visa holders from Afghanistan—i.e., those who assisted the U.S."
,,policy developments affecting immigrant visa backlogs and per country limits,5,0.029206,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","For example, dangerous conditions in Mexico would impede ImmDef’s attorneys’ ability to provide representation; ImmDef will have to expend additional resources to reach individuals located in Mexico to adequately and ethically represent them; ImmDef will once again have to hire additional staff, purchase international phone plans, and rent confidential meetings spaces in Mexico; and ImmDef will have to contend with the time limits and restrictions on when and how its staff can communicate with its clients prior to court hearings pursuant to the Remain in Mexico policy guidance. The 2019 directive establishing the one-hour time limit before a court hearing is a component of Remain in Mexico that the government has confirmed is part of the “current operative guidance” for its reimplementation. Immigrant Defs. L. Ctr., 2025 WL 1172442, at *24. As the district court concluded, the fact that Remain in Mexico was reinstated using the same operative guidance from January 2019 is sufficient to find “that a Case: 25-2581, 07/18/2025, DktEntry: 46.1, Page 23 of 79 (23 of 79), Page 23 of 79 24 25-2581 threat to ImmDef’s concrete interest is imminent.” Id., at *23. Accordingly, we hold that ImmDef has standing to challenge the Reimplementation Order. ii. Section 1252(f)(1)’s Bar on Injunctive Relief The government also argues that the district court’s § 705 Stay is impermissible under 8 U.S.C. § 1252(f)(1) because the § 705 Stay restrains how DHS will implement its discretionary authority under 8 U.S.C."
,,DHS rulemaking and litigation regarding visa overstay tracking enforcement,1,0.032018,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","At the same time, the Federal Register Notice acknowledged that “processing of applications that were pending under legacy CFRP continued according to the process established in December 2014.” Id. at 58033 n.2. And the Notice reported “USCIS continued to interview pending legacy CFRP beneficiaries at the USCIS Field Office in Havana, Cuba through January 2025 when processing was paused.” Id. at 58035 n.14.11 Despite recognizing that the concerns raised regarding the modernized 11 The Legacy Haitian Family Reunification Parole program also required interviews. See Termination of Family Reunification Parole Processes, 90 Fed. Reg. at 58035 (“In the legacy Case 1:25-cv-10495-IT Document 258 Filed 01/25/26 Page 26 of 42 27 programs did not apply to the legacy programs, the Federal Register Notice nonetheless announced termination for legacy parolees in their initial grant of parole. Id. at 58033. In sum, Plaintiffs have demonstrated a strong likelihood that they will prevail on their claim that the termination of existing awards of parole was arbitrary and capricious because DHS both improperly weighed Plaintiffs’ reliance interests and used unsupported allegations regarding insufficient vetting and fraud of current parolees as countervailing factors. C. Notice-and-Comment Rulemaking Plaintiffs argue further that the “mass truncation” of existing FRP grants was a legislative rule that required notice-and-comment rulemaking under the APA. Pls.’ Mem. 18 [Doc. No. 218] (citing 5 U.S.C."
,,DHS rulemaking and litigation regarding visa overstay tracking enforcement,2,0.030579,EOIR Acting Deputy Director issues guidance on the handling of classified information in EOIR proceedings,"[""Executive Office for Immigration Review""]","[""Unspecified/Other""]","2. When an immigration court sends classified information at the Confidential or Secret level to the BIA, the mailing will be sent through the U.S. Postal Service (USPS) via Registered Mail, Return Receipt Requested; USPS Express Mail, Return Receipt 5 The Office of the Principal Legal Advisor (OPLA) within the U.S. Immigration and Customs Enforcement (ICE) of DHS is usually the U.S. Government’s representative in immigration proceedings before the immigration court and the BIA, if an appeal is filed. Also, attorneys within DHS from the U.S. Citizenship and Immigration Services in visa petition proceedings or attorneys from U.S. Customs and Border Protections in fine proceedings or advance permission proceedings may appear before the BIA. 6 OCIJ has issued an OPPM for Classified Information in Immigration Court Proceedings (OPPM 24-01). That memorandum is available on the EOIR website at www.justice.gov/eoir. 13 Requested; or through Federal Express (FedEx). The immigration court should provide the tracking number of the package to the BIA in advance of its arrival, so that the Chief Clerk, Classified Case Coordinator(s) or other designated BIA personnel can monitor the package. 3. After arrival at the BIA’s Clerk’s Office, the package will be picked up by designated and cleared BIA personnel, and that person shall immediately hand-carry the package to the Chief Clerk, Classified Case Coordinator(s) or other designated BIA personnel. The package may never be left on a desk or otherwise unattended."
,,DHS rulemaking and litigation regarding visa overstay tracking enforcement,3,0.030550,"POTUS issues Presidential Proclamation 9983, adding six new countries to Travel Ban","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Bureau of Consular Affairs""]","[""Unspecified/Other""]","1/16/2020 DHS Announces Implementation Of Travel Restriction Provisions | Homeland Security https://www.dhs.gov/news/2017/06/29/dhs-announces-implementation-travel-restriction-provisions 1/3 U.S. Department of Homeland Security DHS Announces Implementation Of Travel Restriction Provisions Release Date: June 29, 2017 For Immediate Release Office of the Press Secretary Contact: 202-282-8010 WASHINGTON – The Department of Homeland Security, in coordination with the Departments of State and Justice, will begin the implementation of certain travel restriction provisions in the President’s Executive Order: Protecting the Nation from Foreign Terrorist Entry into the United States at 8 pm EDT today. Per the Executive Order and the associated June 14 Presidential Memorandum, the temporary suspension of entry applies, with limited exceptions, only to foreign nationals from Sudan, Syria, Iran, Libya, Somalia, and Yemen, who are outside the United States as of June 26, who did not have a valid visa at 5 p.m. EST on January 27, and who do not have a valid visa as of 8 p.m. EDT on June 29. For purposes of enforcement of Executive Order No. 13780, visas that have been issued by the Department of State prior to the effective date of the Executive Order -June 29 at 8 p.m. EDTare to be considered as valid for travel and seeking entry into the United States unless revoked on a basis unrelated to EO 13780. Persons from the six countries presenting themselves for entry with a valid previously issued visa and who meet other universally applied entry requirements will be admitted."
,,DHS rulemaking and litigation regarding visa overstay tracking enforcement,4,0.028850,EOIR and USCIS issue communicable-disease security bars to asylum and withholding eligibility,"[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review""]","[""Asylum, Withholding and CAT""]","DEPARTMENT OF HOMELAND SECURITY 8 CFR Part 208 RIN 1615–AC57 [Docket No: USCIS 2020–0013] DEPARTMENT OF JUSTICE Executive Office for Immigration Review 8 CFR Part 1208 [Dir. Order No. 11–2021] RIN 1125–AB08 Security Bars and Processing AGENCY: U.S. Citizenship and Immigration Services, Department of Homeland Security (‘‘DHS’’); Executive Office for Immigration Review, Department of Justice (‘‘DOJ’’) ACTION: Final rule. SUMMARY: On July 9, 2020, DHS and DOJ (collectively, ‘‘the Departments’’) published a notice of proposed rulemaking (‘‘NPRM’’) clarifying that the danger to the security of the United States statutory bar to eligibility for asylum and withholding of removal may encompass emergency public health concerns. This final rule responds to comments received in response to the NPRM and reflects (and in some instances, modifies) intervening changes made to the regulatory framework by Procedures for Asylum and Withholding of Removal; Credible Fear and Reasonable Fear Review, published December 11, 2020 (‘‘Global Asylum Final Rule’’). Namely, it amends existing regulations to clarify that in certain circumstances there are ‘‘reasonable grounds for regarding [an] alien as a danger to the security of the United States’’ or ‘‘reasonable grounds to believe that [an] alien is a danger to the security of the United States’’ based on emergency public health concerns generated by a communicable disease, making the alien ineligible to be granted asylum in the United States under section 208 of the Immigration and Nationality Act (‘‘INA’’) or the protection of withholding of removal under the INA (‘‘statutory withholding of removal’’) or subsequent regulations (because of the threat of torture)."
,,DHS rulemaking and litigation regarding visa overstay tracking enforcement,5,0.028370,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","8 screening protocols in place were appropriately assessing noncitizens’ fear of persecution or torture in Mexico. The public October 2019 Assessment presented MPP as a resounding success, whereas the internal Red Team Report raised serious concerns with the program. Notably, the October 2019 Assessment did not acknowledge or address any of the shortcomings identified by the Red Team Report, despite the fact that the Assessment was released after the Red Team Report was completed. C. Litigation Regarding the Prior Implementation of MPP MPP was challenged many times on multiple grounds in federal court and remains the subject of ongoing litigation in several jurisdictions. Among other claims, litigants challenged the program as an impermissible exercise of the underlying statutory authority; argued that MPP caused DHS to return noncitizens to Mexico to face persecution, abuse, and other harms and that its procedures inadequately implemented non-refoulement protections; argued that their right to access counsel before and during non-refoulement interviews had been violated; contested the return to Mexico pursuant to MPP of noncitizens with mental and physical disabilities; asserted that the program had been implemented in violation of the APA; and contended that MPP’s expansion across the SWB was unlawful because it led to the return of migrants to places that were particularly dangerous.33 Both in the course of litigation and otherwise, litigants described, and some courts credited, extreme violence and substantial hardships faced by those returned to Mexico to await their immigration court proceedings, as well as substantial danger traveling to and from ports of entry to those hearings."
