query,rank,score,chunk_id,entry_id,attachment_id,page_start,page_end,title,administration,agencies_affected,subject_matter,source_path,matched_attachment_ids,matched_doc_ids,matched_chunk_ids,matched_count,best_rank,snippet
asylum cooperative agreements interim final rule,2,0.769824,1417_pdf_4894_p0001-p0002_hcb8fb57d9625447f,1417,4894,1,2,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]",data/sample_100/policies/1417__eo-securing-our-borders-6-directs-dhs-dos-and-doj-to-resume-migrant-protection-p/documents/prior-policy__4894__nan__4ba9c1d5c8.pdf,"[""4894""]","[""4894""]","[""1417_pdf_4894_p0001-p0002_hcb8fb57d9625447f"", ""1417_pdf_4894_p0035-p0035_hdce90fe72aa32f19"", ""1417_pdf_4894_p0035-p0036_h03c5349c6618e8ab""]",3,6,"34 2. Asylum Officer Rule .................................................................................................. 35 V. Consideration of Alternatives to Terminating MPP........................................................... 36 VI. Conclusion.......................................................................................................................... 38 I. Executive Summary On February 2, 2021, President Biden issued an Executive Order directing the Secretary of Homeland Security to “promptly review and determine whether to terminate or modify the program known as the Migrant Protection Protocols.”1 After extensive review, the Secretary of Homeland Security concluded that the Migrant Protection Protocols (MPP) should be terminated, and on June 1, 2021, issued a memorandum to that effect.2 On August 13, 2021, however, the U.S. District Court for the Northern District of Texas determined that the June 1, 2021, memorandum was not issued in compliance with the Ad…"
asylum cooperative agreements interim final rule,3,0.768141,1450_pdf_7269_p0004-p0004_he9e180b6c4ce3ff2,1450,7269,4,4,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,,"[""Unspecified/Other""]","[""Refugees"", ""Unspecified/Other""]",data/sample_100/policies/1450__report-tump-memo-bars-resettlement-agencies-from-providing-services-to-refugees-/documents/subsequent-action__7269__nan__bd398f4764.pdf,"[""7269"", ""6186"", ""5425"", ""5339"", ""6183""]","[""7269"", ""6186"", ""5425"", ""5339"", ""6183""]","[""1450_pdf_7269_p0004-p0004_he9e180b6c4ce3ff2"", ""1450_pdf_6186_p0003-p0003_he2585a448e840efe"", ""1450_pdf_5425_p0058-p0058_hdfe46926ebd67750"", ""1450_pdf_5339_p0047-p0048_hf16b19eced33e9a1"", ""1450_pdf_5425_p0038-p0038_h56e540e859760eaa"", ""1450_pdf_6183_p0020-p0020_hb5ec240dd3104d36"", ""1450_pdf_6183_p0003-p0003_h3a69cfaaee103ced"", ""1450_pdf_6183_p0036-p0036_h30c99590d461ef8d"", ""1450_pdf_5339_p0020-p0021_hb2c73881a986a9cf"", ""1450_pdf_5425_p0043-p0043_ha0c1149ff439bd30"", ""1450_pdf_6183_p0023-p0024_h80cf281cd1df2708""]",11,7,"4 25-1313 cooperative agreement to provide reception and placement services for refugees in the United States and all but one of the cooperative agreements to provide USRAP processing support abroad. On February 28, the district court issued a written order to define the scope of the February 25 preliminary injunction, specifying that it also prohibits the suspension of USRAP funding. On March 24, the district court issued a second preliminary injunction ordering the State Department to reinstate all cooperative agreements terminated after the February 25 ruling. The government filed notices of appeal on February 28 and March 25, 2025. The government sought a stay pending appeal of the February 28 district court order, which a motions panel of this court granted in part on March 25. Quoting Trump v. Hawaii, we observed that the authority under which the President issued Executive Order No. 14163, 8 U.S.C. § 1182(f), “‘exudes deference’ to the President and ‘vests [him] with ample powe…"
asylum cooperative agreements interim final rule,4,0.765558,1948_pdf_7053_p0003-p0003_hd7e26d655aa77b34,1948,7053,3,3,"AG Bondi issues Matter of S-S-F-M-, restricting asylum claims based on domestic violence",,"[""Immigration and Customs Enforcement"", ""U.S. Citizenship and Immigration Services"", ""Attorney General"", ""Executive Office for Immigration Review""]","[""Asylum, Withholding and CAT"", ""Unspecified/Other""]",data/sample_100/policies/1948__ag-bondi-issues-matter-of-s-s-f-m/documents/prior-policy__7053__nan__982ba2bdea.pdf,"[""7053""]","[""7053""]","[""1948_pdf_7053_p0003-p0003_hd7e26d655aa77b34"", ""1948_pdf_7053_p0002-p0003_hca57f679a83e79b8""]",2,9,"307 (A.G. 2021) Interim Decision #4019 309 27 I&N Dec. at 317; see also, e.g., id. at 320 (“Generally, claims by aliens pertaining to domestic violence or gang violence perpetrated by non-governmental actors will not qualify for asylum.”). That broad language could be read to create a strong presumption against asylum claims based on private conduct. As a result, A-B- I threatens to create confusion and discourage careful case-by-case adjudication of asylum claims. See, e.g., Orellana v. Att’y Gen., 806 F. App’x 119, 126 (3d Cir. 2020) (noting that “the BIA seemed to lump [the asylum seeker]—almost automatically—into a generic group of ‘victims of gang violence’ under the Attorney General’s recent guidance in Matter of A‑B‑ [I]”); Matter of M-G-M-, slip op. at *2 (BIA Feb. 13, 2019) (“In Matter of A-B-, the Attorney General held that in general a claim by an alien pertaining to domestic violence perpetrated by a non-governmental actor will not qualify for asylum.”); Matter of O-E-R-C-…"
asylum cooperative agreements interim final rule,5,0.761308,222_pdf_4697_p0001-p0001_h5c3b6dc863e8cb70,222,4697,1,1,"AG Barr issues Matter of Thomas and Thompson, ruling on the immigration effect of modified criminal convictions",,"[""Attorney General"", ""Executive Office for Immigration Review""]","[""Unspecified/Other""]",data/sample_100/policies/222__attorney-general-decides-matter-of-thomas-thompson/documents/biden-administration-policy__4697__nan__88c34bc8ac.pdf,"[""4697""]","[""4697""]","[""222_pdf_4697_p0001-p0001_h5c3b6dc863e8cb70""]",1,13,"Please note: This is the text of the Efficient Case and Docket Management in Immigration Proceedings Final rule as signed by the Attorney General, but the official version of the Final rule will be as it is published in the Federal Register. BILLING CODE: 4410-30 DEPARTMENT OF JUSTICE Executive Office for Immigration Review 8 CFR Parts 1001, 1003, 1239, and 1240 Docket No. EOIR 021–0410 AG Order No. RIN 1125-AB18 Efficient Case and Docket Management in Immigration Proceedings AGENCY: Executive Office for Immigration Review, Department of Justice. ACTION: Final rule. SUMMARY: On September 8, 2023, the Department of Justice (“Department”) published a Notice of Proposed Rulemaking (“NPRM”) proposing to rescind an enjoined December 2020 rule (the “AA96 Final Rule”) that imposed novel limits on the authority of immigration judges and the Board of Immigration Appeals (“BIA” or “Board”) to efficiently dispose of cases. Because the AA96 Final Rule has been enjoined since shortly after its iss…"
unaccompanied children ORR release policies,1,0.886033,1342_ttl_h85f2e73cf26cf49e,1342,,,,ORR requires Director-level authorization of custodial releases of certain unaccompanied children,,"[""Office of Refugee Resettlement""]","[""Detention"", ""Interior"", ""Minors""]",,"[""4463"", ""4464"", ""4465""]","[""1342"", ""4463"", ""4464"", ""4465""]","[""1342_ttl_h85f2e73cf26cf49e"", ""1342_pdf_4463_p0027-p0028_h0c750208d37e6b7d"", ""1342_sum_h146a639cb010815d"", ""1342_pdf_4464_p0008-p0009_h8568367102762512"", ""1342_pdf_4465_p0001-p0002_h1f5fde3b48a70ba6"", ""1342_pdf_4463_p0028-p0029_hba045444d79c3016"", ""1342_pdf_4465_p0012-p0013_h43d9eb141bc82c2c"", ""1342_pdf_4463_p0003-p0004_hd6cac4836b2b217a"", ""1342_pdf_4463_p0001-p0001_hd1d477173469a6c6"", ""1342_pdf_4465_p0004-p0005_h33764d3fec2afa8d"", ""1342_pdf_4465_p0012-p0012_h13112d7dfadad6aa"", ""1342_pdf_4465_p0003-p0004_h05b7f04b2f9147d4"", ""1342_pdf_4465_p0010-p0010_h50a7e6dbd229c047"", ""1342_pdf_4463_p0026-p0026_h99b7bbe304c18439"", ""1342_pdf_4465_p0014-p0015_h68ed340f09c02f22"", ""1342_pdf_4465_p0004-p0004_h80ee5ea15ca47a5d"", ""1342_pdf_4463_p0030-p0030_h0102b7c31b62377a""]",17,1,"On March 24, 2017, a few hours after Scott Lloyd became Director of the Office of Refugee Resettlement (ORR), an email was sent to ORR staff requiring that no unaccompanied children (UC) be released from secure or staff secure facilities without written authorization from the Deputy Director for UC Programs at ORR headquarters. [ID #1342]"
unaccompanied children ORR release policies,2,0.831178,1721_pdf_6128_p0002-p0002_h69d1c5b549051439,1721,6128,2,2,ORR proposes revisions to forms for services provided to unaccompanied children,,"[""Office of Refugee Resettlement""]","[""Minors""]",data/sample_100/policies/1721__orr-proposes-revisions-to-forms-pertaining-to-services-provided-to-unaccompanied/documents/new-policy__6128__nan__e0cb1e5b51.pdf,"[""6128""]","[""6128"", ""1721""]","[""1721_pdf_6128_p0002-p0002_h69d1c5b549051439"", ""1721_ttl_h11f5f0adec8cbc29"", ""1721_pdf_6128_p0004-p0004_h5f7c04ce0e9d266b"", ""1721_pdf_6128_p0001-p0002_hb3b25b58e85f86ad"", ""1721_pdf_6128_p0003-p0003_h65e5d738d857b489"", ""1721_sum_hec30bc1fec767760"", ""1721_pdf_6128_p0002-p0003_hf6e285dd47cd2309"", ""1721_pdf_6128_p0003-p0004_h37a06a545ecb978e"", ""1721_pdf_6128_p0005-p0006_h18084298517424a6"", ""1721_pdf_6128_p0009-p0010_hd70400ebec98bce3"", ""1721_pdf_6128_p0004-p0005_hf7125cc2d883d02b""]",11,3,"The Office of Refugee Resettlement (ORR) published a notice inviting public comments on proposed revisions to several forms that allow the Unaccompanied Alien Children (UAC) Program to continue providing statutorily mandated services to unaccompanied children in ORR care. ORR explains that it has “undertaken a reorganization of its information collections to promote operational efficiency.” Under this reorganization, ORR proposes to discontinue the use of 6 forms created for the case management system, the UC Path, which was never implemented, transfer 10 forms to new information collections associated with Assessments and Home Studies/Post Release Services, and make form-specific revisions to the five remaining forms. Comments are due by May 29, 2025. Trump 2.0 [ID #1721]"
unaccompanied children ORR release policies,3,0.828618,1417_pdf_7315_p0002-p0002_h3bc05efc3b3bdb3a,1417,7315,2,2,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]",data/sample_100/policies/1417__eo-securing-our-borders-6-directs-dhs-dos-and-doj-to-resume-migrant-protection-p/documents/subsequent-action__7315__nan__4d3ed281b4.pdf,"[""7315"", ""4894""]","[""7315"", ""4894""]","[""1417_pdf_7315_p0002-p0002_h3bc05efc3b3bdb3a"", ""1417_pdf_7315_p0004-p0005_h087c2de3f95c6f48"", ""1417_pdf_7315_p0006-p0006_hcc413d38f79721d1"", ""1417_pdf_7315_p0005-p0006_hdc70286e4f83eb7b"", ""1417_pdf_7315_p0003-p0004_hfa1a4c3ee8866648"", ""1417_pdf_7315_p0004-p0005_haea131017bdfc9a0"", ""1417_pdf_7315_p0003-p0003_hac0a3dc047c8a69b"", ""1417_pdf_4894_p0033-p0033_hce96abe2ca09f0ce"", ""1417_pdf_4894_p0028-p0029_h5dfa4038c0d1d9b0"", ""1417_pdf_4894_p0033-p0033_h7ace0e8a67078f56"", ""1417_pdf_4894_p0028-p0028_h6ae3283cff385103""]",11,5,"1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 (“ERO”), and the Acting Executive Associate Director of ERO (collectively, “defendants” or “the government”). Defendants have, since at least 2019, had a policy governing administrative actions concerning unaccompanied children who were processed as part of the Migrant Protection Protocols (“MPP”) policy (“Policy”) – that is, unaccompanied noncitizen children who previously entered the United States with their families, were placed in removal proceedings with their families, were sent to Mexico to await their proceedings pursuant to MPP, and later returned to the United States without a parent or guardian, as unaccompanied children (hereinafter, “MPPunaccompanied children”). (See Dkt. 304, Findings of Fact and Conclusions of Law (“Liability Order”) at ¶¶ 12-14, 25-37). The Policy at issue is defined as: “Children who re-enter the United States after previously being processed into MPP with a parent or legal gua…"
unaccompanied children ORR release policies,4,0.741887,1455_pdf_6408_p0003-p0004_hffb56a5a195bb735,1455,6408,3,4,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes",,"[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]",data/sample_100/policies/1455__eo-securing-our-borders-7b-directs-termination-of-categorical-parole-programs-in/documents/subsequent-action__6408__nan__e5400876ec.pdf,"[""6408"", ""5934"", ""5715"", ""5420""]","[""6408"", ""5934"", ""5715"", ""5420""]","[""1455_pdf_6408_p0003-p0004_hffb56a5a195bb735"", ""1455_pdf_5934_p0013-p0014_hdcd79d03be2f470b"", ""1455_pdf_5715_p0002-p0002_h6f9f5a6b293ea899"", ""1455_pdf_6408_p0008-p0008_h4060cde73836dd4e"", ""1455_pdf_5934_p0003-p0003_h1353dc8230b86afb"", ""1455_pdf_6408_p0006-p0007_h16c5a0ba199fe786"", ""1455_pdf_6408_p0007-p0007_h5e3b1f4eaf7442a6"", ""1455_pdf_5420_p0018-p0019_hc123569f317bba9b""]",8,26,"In contrast, “[a]n alien present in the United States without being admitted or paroled, or who arrives in the United States at any time or place other than as designated by the Attorney General, is inadmissible.” 8 U.S.C. § 1182(a)(6)(A)(i) (emphasis added). Case 1:25-cv-10495-IT Document 107 Filed 05/28/25 Page 3 of 49 4 facilitate their resettlement into the United States. Following screening and vetting, Afghan nationals arriving as part of the evacuation effort could receive parole on a case-by-case basis, for a period of two years.4 Aliens whose parole applications were granted were eligible for resettlement assistance. The United States had paroled approximately 76,000 Afghan evacuees as of September 30, 2022.5 3. Uniting for Ukraine On February 24, 2022, Russia invaded Ukraine. See Second Am. Compl. ¶ 68 [Doc. No. 68]. In the weeks following, thousands of Ukrainians presented themselves at U.S. ports of entry at the Southern Border with Mexico. See id. ¶ 64. On April 27, 2022,…"
unaccompanied children ORR release policies,5,0.729289,1450_pdf_7269_p0007-p0008_h3f8f30967e494502,1450,7269,7,8,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,,"[""Unspecified/Other""]","[""Refugees"", ""Unspecified/Other""]",data/sample_100/policies/1450__report-tump-memo-bars-resettlement-agencies-from-providing-services-to-refugees-/documents/subsequent-action__7269__nan__bd398f4764.pdf,"[""7269""]","[""7269""]","[""1450_pdf_7269_p0007-p0008_h3f8f30967e494502"", ""1450_pdf_7269_p0012-p0012_hc07dec2ffe7ad4a9""]",2,32,"§§ 400.200 et seq. (describing the federal funding available for refugee services). Similarly, with respect to unaccompanied minor refugees, § 1522(d)(2)(B) provides: “During any interim period while such a child is in the United States or in transit to the United States but before the child is so placed, the Director shall assume legal responsibility (including financial responsibility) for the child, if necessary, and is authorized to make necessary decisions to provide for the child’s immediate care” (emphasis added). With respect to cash and medical assistance for recently resettled refugees, § 1522(e)(7)(A) provides that the Secretary of Health and Human Services “shall develop and implement alternative projects for refugees who have been in the United States less than thirty-six months, under which refugees are provided interim support, medical services, support services, and case management, as needed.” We note that for FY 2025, Congress has appropriated $3.178 billion for migr…"
ICE raids Los Angeles,1,0.778533,1055_sum_h68f3ffe9949fe4fd,1055,,,,COVID-19: ICE reportedly resumes arrests after pausing due to pandemic,,[],[],,[],"[""1055""]","[""1055_sum_h68f3ffe9949fe4fd""]",1,1,"The New York Times reports that ICE agents made 300 arrests in Los Angeles. More than a thousand others were arrested in New York, Atlanta and Phoenix, as well as in cities in Colorado, Idaho, Montana, Nevada, New Jersey, Utah, and Wyoming. [ID #1055]"
ICE raids Los Angeles,2,0.705454,1997_ttl_h409cb890c98bed02,1997,,,,US citizen seek millions in damages after violent ICE arrests (RFC),,"[""Immigration and Customs Enforcement"", ""Unspecified/Other""]","[""Unspecified/Other""]",,[],"[""1997""]","[""1997_ttl_h409cb890c98bed02"", ""1997_sum_haeda0c0d3cfe05b7""]",2,2,"Several U.S. citizens are suing ICE and DHS for millions in damages, alleging they were violently arrested, unlawfully detained, and subjected to assault, battery, false imprisonment, and emotional distress despite being American citizens. The lawsuits includes cases such as a man arrested twice while at work and others caught in raids where ICE agents allegedly used excessive force."
ICE raids Los Angeles,3,0.701275,1417_pdf_4894_p0025-p0025_hf9e38828dc9ff726,1417,4894,25,25,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]",data/sample_100/policies/1417__eo-securing-our-borders-6-directs-dhs-dos-and-doj-to-resume-migrant-protection-p/documents/prior-policy__4894__nan__4ba9c1d5c8.pdf,"[""4894"", ""5968""]","[""4894"", ""5968""]","[""1417_pdf_4894_p0025-p0025_hf9e38828dc9ff726"", ""1417_pdf_4894_p0035-p0036_h03c5349c6618e8ab"", ""1417_pdf_5968_p0001-p0002_h8db4ea9a4e8e5f5a"", ""1417_pdf_4894_p0028-p0028_h6ae3283cff385103"", ""1417_pdf_4894_p0028-p0028_hea203333de6040d0"", ""1417_pdf_4894_p0025-p0025_h07d025441db6a182""]",6,3,"ICE’s Homeland Security Investigations, for example, operates 79 Border Enforcement Security Task Forces nationwide, staffed by more than 700 State and Local law enforcement officers, that work cooperatively to combat emerging and existing transnational criminal organizations. Operational successes resulted in the seizure of 2,503 weapons, 215,301 pounds of narcotics, and $104,742,957 in FY20.105 The ICE Criminal Apprehension Program also helps SLTT law enforcement partners better identify, arrest, and remove priority noncitizens who have been convicted of crimes in the United States and are incarcerated within federal, state, and local prisons and jails. In FY21, ICE issued 65,940 immigration detainers to noncitizens booked in jails or prisons.106 All such activities are ongoing. The Department also has carefully reviewed the available information and has not seen any evidence that MPP had any effect on human trafficking and crime, including drug trafficking. Seizures of narcotics, w…"
ICE raids Los Angeles,4,0.680053,611_pdf_1405_p0005-p0006_h9e2f92a726899fa6,611,1405,5,6,DOJ files denaturalization complaints against 3 U.S. citizens,,"[""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]",data/sample_100/policies/611__doj-files-denaturalization-complaints-against-3-us-citizens/documents/prior-policy__1405__under-trump-the-rare-act-of-denaturalizing-us-citizens-on-the-rise__5dd7e4851c.pdf,"[""1405"", ""1403"", ""1404""]","[""1405"", ""1403"", ""1404""]","[""611_pdf_1405_p0005-p0006_h9e2f92a726899fa6"", ""611_pdf_1403_p0001-p0001_h2583c7255ee2c0fe"", ""611_pdf_1405_p0003-p0004_h02a9445be9a6baf6"", ""611_pdf_1405_p0007-p0008_h659d24bd949e8f2d"", ""611_pdf_1404_p0002-p0003_h880675dddf727ec9"", ""611_pdf_1404_p0002-p0003_h8a741f65e2ed345c"", ""611_pdf_1405_p0001-p0003_h057373446b513122"", ""611_pdf_1403_p0001-p0002_h69bf93d230d37a6d""]",8,5,"“We’ve been lax about this for a long time, and this unit that’s been developed is really just a question of taking the law seriously.” SAVE NOW TRIAL OFFER SUPPORT QUALITY NEWS 4 weeks for 99¢ SAVE NOW From 2009 to 2016, an average of 16 civil denaturalization cases were filed each year, Department of Justice data show. Last year, more than 25 cases were filed. Through mid-July of this year, the Justice Department has filed 20 more. Separately, ICE has a pending budget request for $207.6 million to hire 300 agents to help root out citizenship fraud, as well as to “complement work site enforcement, visa overstay investigations, forensic document examination, outreach programs and other activities,” according to the agency. The stage for increasing cases of denaturalization was set during the waning days of the Obama administration. In September 2016, a report released by the inspector general for the Department of Homeland Security showed that 315,000 old fingerprint records for immig…"
ICE raids Los Angeles,5,0.676211,1849_pdf_6672_p0031-p0032_hdd8d4dd750a364db,1849,6672,31,32,DHS terminates Temporary Protected Status for Honduras,,"[""U.S. Citizenship and Immigration Services""]","[""TPS""]",data/sample_100/policies/1849__dhs-terminates-temporary-protected-status-for-honduras/documents/subsequent-action__6672__nan__ef1f842bf0.pdf,"[""6672"", ""6845""]","[""6672"", ""6845""]","[""1849_pdf_6672_p0031-p0032_hdd8d4dd750a364db"", ""1849_pdf_6845_p0011-p0012_hfedb0959c7551515"", ""1849_pdf_6672_p0056-p0057_h3e8456e36b457162"", ""1849_pdf_6672_p0001-p0002_hbacecf7e4875d431"", ""1849_pdf_6672_p0002-p0003_he674246a099cb77e""]",5,6,"37 @Sec_Noem, X (Jan. 28, 2025, 7:35 AM), available at https://x.com/Sec_Noem/status/1884264039158800547 (“Getting the dirt bags off the streets.”); DHS Secretary Kristi Noem Joins Federal Agents on Immigration Raids in New York, CBS MORNINGS (Jan. 29, 2025) at approx. 1:10, available at https://www.youtube.com/watch?v=tODarHnNiNs (“These guys are dirtbags. They have come in and perpetuated violence in this country.”). The CBS reporter who accompanied Secretary Noem on New York City raids she references reported that nearly half of those arrested had no criminal history. 38 @DHSgov (May 19, 2025), https://x.com/DHSgov/status/1924575437344186612. Case 3:25-cv-05687 Document 1 Filed 07/07/25 Page 31 of 57 30 COMPLAINT 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 individual convicted of numerous violent crimes as “underscor[ing] the broader risk posed by rising Haitian migration.”39 94. Similary, Secretary Noem has described Honduran “migration management” a…"
