query,rank,score,relevance,reason,title,administration,agencies_affected,subject_matter,snippet
categorical parole programs CHNV,3,6.364415,0,Criminal conviction precedent is unrelated,"AG Barr issues Matter of Thomas and Thompson, ruling on the immigration effect of modified criminal convictions",,"[""Attorney General"", ""Executive Office for Immigration Review""]","[""Unspecified/Other""]","U.S. Att’y Gen., 513 F.3d 1336, 1339−42 (11th Cir. 2008); see also United States v. Yanes-Cruz, 634 F. App’x 247 (11th Cir. 2015) (finding that battery under section 16-5-23.1(a) of the Georgia Code Annotated is a 1 The respondent was also convicted of sexual battery in violation of section 16-6-22.1 of the Georgia Code Annotated on May 7, 1999. The DHS did not rely on that conviction as a basis for removability and does not argue that it is pertinent on appeal. Cite as 26 I&N Dec. 749 (BIA 2016) Interim Decision #3863 751 categorical crime of violence). The respondent does not challenge the Immigration Judge’s determination that he was convicted of a categorical crime of violence based on the elements necessary for such a conviction. Although the respondent does argue that the domestic nature of his offense was not categorically established, the categorical approach does not necessarily apply to all aspects of the determination whether a conviction is for a crime of domestic violence…"
categorical parole programs CHNV,4,5.28415,1,TPS document may reference later decisions using the same executive order context but it is not about CHNV,DHS terminates Temporary Protected Status for Honduras,,"[""U.S. Citizenship and Immigration Services""]","[""TPS""]","1254a), and that such designations are appropriately limited in scope and made for only so long as may be necessary to fulfill the textual requirements of that statute.” Id. § 16(b). The Invasion EO would be cited in later decisions vacating or terminating TPS designations. See 90 Fed. Reg. 30086 (July 8, 2025); 90 Fed. Reg. 30089 (July 8, 2025); 90 Fed. Reg. 24151 (Jun. 6, 2025). See also ECF 18-11 at 2 (citing “President Trump’s promise to rescind policies that were magnets for illegal immigration and inconsistent with the law” when vacating Haiti’s TPS extension). On January 27, 2025, in an email exchange between DHS officials, Tony Pham wrote to Marc Rosenblum that “This is a project involving termination of TPS status and we need to tell the data story if can be.” ECF 18-5 at 2. See also ECF 18-6 at 4 (privilege log showing a document labeled for Venezuela TPS “termination” on January 26, 2025). Tony Pham also requested information on “the inter-relationship between the Columbia …"
categorical parole programs CHNV,5,5.244044,0,HHS benefit eligibility notice is unrelated to CHNV parole programs,HHS issues notice excluding undocumented immigrants from additional federal benefits,,"[""Unspecified/Other""]","[""Unspecified/Other""]","e. Practical Considerations Finally, this factor favors finding that the Notices are legislative. Here is where the FAQ Document from Azar is on all-fours with the Notices. Like in Azar, the Notices call “for a categorical resolution that affects a broad range of payments and scenarios and likely involves large sums of money.” 887 F.3d at 73. HHS, for instance, estimates that its Notice could “result in an annual effect on the economy of $100 million or more.” (ECF No. 4-5 at 4.) Like in Azar, the Government cannot point to “evidence that the [agencies] consistently implemented the statute” between the 1990s and 2025 “in accord with the Secretary’s present policy.” 887 F.3d at 73. Quite the opposite: as discussed, all three Notices recognize that the Notices depart from past practices. Like in Azar, the Notices “announced a new policy on a matter of some Case 1:25-cv-00345-MSM-PAS Document 64 Filed 09/10/25 Page 24 of 60 PageID #: 1747 25 considerable import.” 887 F.3d at 74. That is …"
EOIR classified information guidance,1,18.233579,3,Exact match on EOIR guidance for handling classified information,EOIR Acting Deputy Director issues guidance on the handling of classified information in EOIR proceedings,,"[""Executive Office for Immigration Review""]","[""Unspecified/Other""]","The BIA personnel requiring the security clearance must not submit a request for the security clearance on their own behalf. EOIR/OS will notify the individual requiring the clearance if/when the clearance (Top Secret, Secret, or Confidential) has been granted. 4. EOIR/OS will provide each BIA personnel member who is granted a security clearance with (a) a set of guidance/training materials concerning the proper handling and protection of classified information in accordance with these procedures, and (b) a security briefing regarding such procedures. The recipient of the security clearance must receive this briefing from EOIR/OS prior to accessing classified information and 9 on an annual basis thereafter. The briefing may be conducted by EOIR/OS personnel. Contact EOIR/OS if additional copies of any information in the security clearance packet are needed. B. Responsibilities to Ensure the Safeguarding of Classified Information 1. Disclosure to BIA Personnel a. All BIA personnel are …"
EOIR classified information guidance,2,11.349096,1,About USCIS disclosure of derogatory information which is related to sensitive information but not EOIR classified guidance,USCIS issues guidance on derogatory information unknown to the benefit requestor,,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","USCIS, which caused USCIS to review its method of disclosure and consider situations where USCIS may release copies of source documents containing derogatory information.2 However, USCIS may not be able to release source documents or disclose detailed descriptions of all information due to informationsharing limitations, such as classified information, information subject to agreements with agencies that own the information, and information protected by confidentiality and privacy laws. Therefore, USCIS is now updating policy guidance to explain its approach to disclosing derogatory information and promote consistency across operations. This guidance, contained in Volume 1 of the Policy Manual, is effective immediately and applies to benefit requests pending or filed on or after the publication date. The guidance contained in the Policy Manual is controlling and supersedes any related prior guidance. 1 See 8 CFR 103.2(b)(16)(i). 2 See Zerezghi v. USCIS, 955 F.3d 802, 810 (9th Cir. 202…"
EOIR classified information guidance,3,8.96924,1,EOIR guidance document but on continuances not classified information,EOIR Director issues guidance to restrict continuances,,"[""Executive Office for Immigration Review""]","[""Unspecified/Other""]",EOIR Director issues guidance to restrict continuances
EOIR classified information guidance,4,8.857069,1,EOIR guidance document but on Liberian adjustment eligibility not classified information,EOIR issues guidance on adjustment of status eligibility for certain Liberians under the NDAA,,"[""Unspecified/Other"", ""Executive Office for Immigration Review""]","[""Unspecified/Other""]",EOIR issues guidance on adjustment of status eligibility for certain Liberians under the NDAA
EOIR classified information guidance,5,8.820299,1,EOIR guidance document but on oath ceremonies not classified information,EOIR Acting Deputy Director rescinds prior guidance on naturalization oath ceremonies,,"[""Executive Office for Immigration Review""]","[""Naturalization"", ""Unspecified/Other""]",EOIR Acting Deputy Director rescinds prior guidance on naturalization oath ceremonies
director-level authorization custodial releases unaccompanied minors,1,40.520896,3,Exact match on director level authorization for releasing certain unaccompanied children,ORR requires Director-level authorization of custodial releases of certain unaccompanied children,,"[""Office of Refugee Resettlement""]","[""Detention"", ""Interior"", ""Minors""]",ORR requires Director-level authorization of custodial releases of certain unaccompanied children
director-level authorization custodial releases unaccompanied minors,2,11.875234,2,Strongly relevant because the snippet discusses protections for unaccompanied minors even though the main document is about MPP,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","TVPRA was quite clearly to give unaccompanied 4 Case 2:21-cv-00395-FMO-RAO Document 319 Filed 09/29/25 Page 4 of 6 Page ID #:12749 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 minors more protection, not less.”). At a minimum, the government shall adopt safeguards to ensure that MPP-unaccompanied children: (1) have access to counsel to the greatest extent practicable; (2) have a meaningful opportunity to apply for affirmative asylum with USCIS on an extended timeline, given their exemption from the one-year deadline; (3) have their asylum claims processed in the first instance by USCIS; and (4) can seek voluntary departure. See 8 U.S.C. § 1158(a)(2)(E), (b)(3)(C); 8 U.S.C. § 1232(a)(5)(D)(i)-(iii). The government shall take concrete measures and actions to ensure that MPP-unaccompanied children have a meaningful opportunity to access TVPRA protections before the government seeks to remove them. This could include, for example, not rushing to remove MPP-un…"
director-level authorization custodial releases unaccompanied minors,3,9.942804,2,Relevant ORR unaccompanied children policy document though not specifically the director level authorization rule,ORR proposes revisions to forms for services provided to unaccompanied children,,"[""Office of Refugee Resettlement""]","[""Minors""]","279 – Transfers responsibilities for the care and placement of unaccompanied alien children from the Commissioner of the former Immigration and Naturalization Service (INS) to the Director of ORR. William Wilberforce Trafficking Victims Protection Reauthorization Act of 2008 (TVPRA), 8 U.S.C. 1232 – Creates, consistent with the HSA, additional requirements for the placement, care, and release of unaccompanied alien children in federal custody. The TVPRA also directs ORR to create policies to ensure unaccompanied alien children are protected from traffickers and others seeking to victimize them or otherwise engage them in criminal, harmful, or exploitative activity. Unaccompanied Children Program Foundational Rule, 45 C.F.R. Part 410 – Establishes a uniform set of standards and procedures concerning the placement (Part 410.1100 – 1109), care (Part 410.1000 – 11004), and services (Part 410.1300 – 1311) provided to unaccompanied alien children in ORR care that is consistent with ORR’s st…"
director-level authorization custodial releases unaccompanied minors,4,9.935589,1,Mentions director responsibility for unaccompanied refugee children but not the custodial release policy at issue,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,,"[""Unspecified/Other""]","[""Refugees"", ""Unspecified/Other""]","3 25-1313 (d)(2)(B) requires that the program’s Director take legal and financial responsibility for unaccompanied refugee children only if such responsibility is “necessary.” The section also authorizes the Director “to make necessary decisions to provide for the child’s immediate care.” Even while using the word “shall,” the subsection drips with deference to the executive branch and invokes no firm mandate. It also is not clear from the record if there are any unaccompanied refugee children at issue here. Similarly, subsection (e)(7)(A) states the “Secretary shall develop and implement” projects for cash and medical support for refugees “as needed.” The metes and bounds of the programs are up to executive discretion—hardly a congressional mandate. In my view, Section 1522 authorizes the executive branch to craft programs under its discretion so long as appropriations flow. It does not require that those programs operate. As the law does not demand the executive branch provide these…"
director-level authorization custodial releases unaccompanied minors,5,9.868249,0,EOIR court statistics are not relevant,EOIR releases immigration court statistics through Q2 of FY18,,"[""Executive Office for Immigration Review""]","[""Asylum, Withholding and CAT"", ""Minors"", ""Unspecified/Other""]","11/12/2018 Executive Ofﬁce for Immigration Review Releases Court Statistics, Announces Transparency Initiative | OPA | Department of Justice https://www.justice.gov/opa/pr/executive-ofﬁce-immigration-review-releases-court-statistics-announces-transparency 1/2 FOR IMMEDIATE RELEASE Wednesday, May 9, 2018 JUSTICE NEWS Department of Justice Ofﬁce of Public Affairs Executive Ofﬁce for Immigration Review Releases Court Statistics, Announces Transparency Initiative The Executive Ofﬁce for Immigration Review (EOIR) today released immigration court statistics through the ﬁrst two quarters of Fiscal Year 2018 (FY18). Today’s release of certain immigration court statistics is the ﬁrst step in an effort to increase transparency into the immigration court system by releasing immigration court data on a recurring basis. “Releasing immigration court data to the American public introduces accountability to a system that has been neglected for years,” said EOIR Director James McHenry. “We are proud t…"
