relevance,reason,query,rrf_rank,title,full_chunk_text,rrf_score,bm25_score,bm25_rank,faiss_score,faiss_rank
0,Visa restrictions for foreign officials are unrelated to visa bulletin retrogression policy,visa bulletin retrogression policy explanation,2,"State Department Announces Visa Restrictions for Foreign Officials and Others ""Facilitating Illegal Migration""","This visa restriction policy is pursuant to Section 212(a)(3)(C) of the Immigration and Nationality Act, which Home > O!ce of the Spokesperson > Press Releases > Announcement of a Visa Restriction Policy Targeting Foreign O""cials and Others Facilitating Illegal Migration into the United States PRESS STATEMENT MARCO RUBIO, SECRETARY OF STATE MARCH 5, 2025 Announcement of a Visa Restriction Policy Targeting Foreign Officials and Others Facilitating Illegal Migration into the United States An o""cial website of the United States Government Here's how you know      ✉ POLICY ISSUES COUNTRIES & AREAS BUREAUS & OFFICES ABOUT search Newsroom Business Employees Job Seekers Students Travelers Visas White House USA.govO!ce of the Inspector General ArchivesContact Us FOLLOW US Privacy Policy Accessibility Statement Copyright Information FOIA No FEAR Act      ✉ authorizes the Secretary of State to render inadmissible any alien whose entry into the Unites States “would have potentially serious adverse foreign policy consequences for the United States.” Certain family members may also be covered by these restrictions. Bureau of Consular A!airs O""ce of the Spokesperson The Secretary of State TAGS",0.030622,8.546223,2,0.717777,9
0,Parole termination litigation is unrelated to visa bulletin retrogression explanations,visa bulletin retrogression policy explanation,3,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","3d at 338. We disagree. As explained forthwith, we conclude that Plaintiffs have not made a strong showing that they are likely to succeed in demonstrating that the Secretary's action was arbitrary and capricious because she provided a reasoned explanation for terminating grants of parole under the CHNV programs. The APA mandates ""an executive agency's exercise of discretion be reasonable and reasonably explained."" Biden, 597 U.S. at 815 (Kavanaugh, J., concurring). The change-in-position doctrine -- which applies when the agency is changing its existing policy -- is relevant in assessing DHS's action. ""Under that doctrine, agencies are free to change their existing policies as long as they provide a reasoned explanation for the change, display awareness that they are changing position, and consider serious Case: 25-1384 Document: 00118339877 Page: 32 Date Filed: 09/12/2025 Entry ID: 6750605 - 33 - reliance interests."" FDA v. Wages & White Lion Invs., LLC, 145 S. Ct. 898, 917 (2025) (citation modified). To satisfy the requirement that it provide reasoned explanation for its action, ""the agency must show that there are good reasons for the new policy."" FCC v. Fox Television Stations, Inc., 556 U.S. 502, 515 (2009). The Supreme Court has clarified that the agency ""need not demonstrate to a court's satisfaction that the reasons for the new policy are better than the reasons for the old one."" Id. Rather, ""it suffices that the new policy is permissible under the statute, that there are good reasons for it, and that the agency believes it to be better, which the conscious change of course adequately indicates."" Id.",0.030579,8.327167,3,0.719553,8
0,Travel ban implementation and visa issuance guidance are unrelated to visa bulletin retrogression explanations,visa bulletin retrogression policy explanation,4,"POTUS issues Presidential Proclamation, removing Chad from Travel Ban","(b) The initial report required under subsection (a) of this section shall be submitted within 180 days of the date of this proclamation; the second report shall be submitted within 270 days of the first report; and reports shall be submitted annually thereaxer. (c) The agency heads identified in subsection (a) of this section shall coordinate any policy developments associated with the reports described in subsection (a) of this section through the appropriate Assistants to the President. Sec. 6. Enforcement. (a) The Secretary of State and the Secretary of Homeland Security shall consult with appropriate domestic and international partners, including countries and organizations, to ensure ewicient, ewective, and appropriate implementation of this proclamation. (b) In implementing this proclamation, the Secretary of State and the Secretary of Homeland Security shall comply with all applicable laws and regulations, including those that provide an opportunity for individuals to enter the United States on the basis of a credible claim of fear of persecution or torture. (c) No immigrant or nonimmigrant visa issued before the applicable ewective date under section 7 of this proclamation shall be revoked pursuant to this proclamation. (d) Any individual whose visa was marked revoked or marked canceled as a result of Executive Order 13769 of January 27, 2017 (Protecting the Nation from Foreign Terrorist Entry into the United States), shall be entitled to a travel document confirming that the individual is permitted to travel to the United States and seek entry under the terms and conditions of the",0.029907,6.250148,14,0.767563,1
0,B-1 in lieu of H visa policy concerns nonimmigrant classifications rather than visa bulletin retrogression,visa bulletin retrogression policy explanation,5,"DOS proposes rule ending ""B-1 in lieu of H"" policy","DOS issues a notice of proposed rulemaking that would eliminate B-1 visas for certain individuals classifiable as H-1B or H-3 nonimmigrants. Currently, certain persons classifiable as H-1B or H-3 nonimmigrants can instead receive a B-1 visa, referred to as the ""B-1 in lieu of H"" policy. DOS asserts that the change will provide ""greater clarity regarding the Department's policy and interpretation of the law"" and better align the issuance of visas with their intended purposes. [ID #1101]",0.029324,7.540788,4,0.712102,13
0,Deferred action biographic form revisions are unrelated to employment-based green card quotas,changes to employment based green card quotas,1,"USCIS proposes changes to Form G-325A, Biographic Information (for Deferred Action)","USCIS issued a notice and request for comments on proposed changes to Form G-325A, “Biographic Information (for Deferred Action),” which is used to request deferred action (other than deferred action relating to DACA, VAWA self-petitions, and A-3, G-5, T, and U nonimmigrant status). Among other things, USCIS proposes eliminating the ""Labor Investigation-Based,"" (commonly known as Deferred Action for Labor Enforcement), ""Special Immigrant Juvenile,"" and ""Statelessness"" deferred action categories. The revisions would also remove the ability for applicants to request an employment authorization and Social Security card through the form. Comments are due July 28, 2025. Trump 2.0 [ID #1783]",0.031545,16.028735,1,0.726668,6
1,Employment authorization extensions affect some green card applicants but not employment-based quota levels,changes to employment based green card quotas,2,DHS Ends Automatic Extension of Employment Authorization Documents,"U.S. Citizenship and Immigration Services (USCIS) issued an interim final rule (IFR) to end the automatic 540-day extension under 8 C.F.R § 274a.13 of Form I-766 employment authorization documents (EADs) that were timely filed. Applications filed before October 30, 2025, will still receive the automatic extension. This policy applies to refugees, asylees, green-card applicants, and noncitizens applying for or granted withholding of removal, among others. The IFR does not affect automatic extension of EADs for Temporary Protected Status (TPS) beneficiaries under Immigration and Nationality Act (INA) § 244 or the validity of EADs that were automatically extended prior to October 30 or which are otherwise automatically extended by law or Federal Register notice. USCIS states the change aims to strengthen vetting and security checks, including more background checks and biometric data collection. USCIS acknowledges that this change could leave some individuals temporarily out of work. USCIS asserts that this action is consistent with EO 14159 § 16's directive to DHS to take all appropriate action to ensure EADs are issued consistent with Immigration and Nationality Act (INA) § 274A and EADs are not issued to unauthorized noncitizens. Public comments must be received on or before December 1, 2025. Trump 2.0 [ID #2037]",0.031010,11.924425,5,0.735862,4
1,Employment verification and E-Verify litigation relate to employment immigration broadly but not green card quotas,changes to employment based green card quotas,3,"DOJ sues Illinois over ""Right to Privacy in the Workplace Act"" amendments","§ 1324a(1)(B), (b). This verification requirement is the source of the all-too-familiar Form I-9 employment verification form. As a prerequisite to employment, all prospective employees must complete a Form I-9 that attests to their citizenship, immigration status, and identity as established by documents such as a passport, social security card, Case: 1:25-cv-04811 Document #: 37 Filed: 08/19/25 Page 4 of 17 PageID #:365 5 or driver’s license. Id. § 1324a(b). Employers must then verify that the prospective employee is eligible for employment based on this documentation and representations on the I-9 form. Id. In 1996, to assist employers in meeting their legal obligation to verify the employment eligibility of their employees, Congress established what is now known as the “E-Verify” program. See Illegal Immigration Reform and Immigrant Responsibility Act (“IIRIRA”) §§ 401-405, Pub. L. 104-208, Div. C, Title IV, Subtitle A, 110 Stat., §§ 3009-655 through 3009-666, codified as a note to 8 U.S.C. § 1324a. E-Verify is a voluntary program that enables employers to compare the information on an employee’s Form I-9 with federal government records through an online system managed by the Department of Homeland Security. Id. § 403. If the employee’s Form I-9 information and federal government records do not match, E-Verify sends the employer a “tentative nonconfirmation notice.” Id. The employer is then required to notify the employee that they received a tentative nonconfirmation and afford the employee the right to contest the notice.",0.030798,10.940469,7,0.737982,3
1,TPS termination may indirectly affect employment-based green card sponsorship but not quota policy,changes to employment based green card quotas,4,DHS terminates Temporary Protected Status for Honduras,"government officials. Some also live in fear of leaving the house, speaking their native language, or disclosing their nationality due to the racist targeting of non-white migrants. Harm to Plaintiffs 138. Plaintiff National TPS Alliance has over 1,000 Honduran, Nepali, and Nicaraguan TPS holder members. These members are anxious and desperate. If the United States will not allow them to stay, they do not know where they will go or what they will do. Among them: a) R.A. is 26 years old and a native of Nepal. She currently works as a labor and delivery nurse at a hospital in Austin, Texas. She specializes in caring for patients with high-risk pregnancies, and her employer has filed paperwork to sponsor her for a green card based on her specialized training and skills. However, R.A. must maintain lawful status and work authorization while her application is pending in order to be approved for her green card. As TPS is her only form of work authorization and immigration status, she is at risk of losing both her current status as well as the opportunity to obtain her green card. R.A. has lived in the United States since she was 16 years old, graduating from high school, community college, and nursing school. At the height of the COVID pandemic, prior to the availability of any vaccines, she was a front-line worker at a hospital, screening patients for possible COVID infections and escorting them to quarantine units. R.A.’s mother also resides in the United States and is a TPS holder.",0.030214,15.932757,2,0.721149,11
2,Directly discusses numerical increases in H-2B visa allocations and employment-based visa availability,changes to employment based green card quotas,5,DOL proposes new collection form for employers seeking to employ H-2B nonimmigrant workers,"On December 15, 2022, DHS and DOL jointly published a TFR authorizing an increase of up to 64,716 additional H-2B visas for the entirety of FY 2023. As in the FY 2022 TFRs, the additional visas were available only to employers that attested they were suffering or would suffer impending irreparable harm without the additional workers. The 64,716 additional visas included 44,716 reserved for returning workers from one of the last three fiscal years (FY 2020, 2021, or 2022), which were distributed in several allocations based on date of employer need: 18,216 for employers with requested employment start dates on or before March 31, 2023; 16,500 for employers with requested employment start dates from April 1, 2023, to May 14, 2023 (early second half allocation); and 10,000 for employers with requested employment start dates from May 15, 2023, to Sept. 30, 2023 (late second half allocation). The remaining 20,000 visas were available for the entirety of FY 2023, and were set aside for nationals of El Salvador, Guatemala, Honduras, and Haiti, who were exempt from the returning worker requirement. On November 17, 2023, DHS and DOL jointly published a TFR authorizing an increase of up to 64,716 additional H-2B visas for the entirety of FY 2024. As in the FY 2023 TFR, the additional visas were available only to employers that attested they were suffering or would suffer impending irreparable harm without the additional workers. The 64,716 additional visas included 44,716 reserved for returning workers from one of the last three fiscal years (FY 2021, 2022, or 2023), which were distributed in several allocations based on date of employer need: 20,716 for employers with requested employment start dates on or before March 31, 2024; 19,000 for employers with requested employment start dates from April 1, 2024, to May 14, 2024 (early second half allocation); and 5,000 for employers with requested employment start dates from May 15, 2024, to September 30, 2024 (late second half allocation).",0.029214,6.800997,18,0.764187,1
3,Directly updates USCIS Policy Manual guidance governing discretionary adjustment of status adjudications,USCIS policy manual updates on adjustment of status,1,USCIS updates policy on applying discretion in adjudications,"For benefits involving discretion, a discretionary analysis is a separate component of the adjudication of the benefit request; it is typically assessed at the end of the review, after an officer has determined that the requestor meets all other applicable eligibility requirements.3 This guidance, contained in Volumes 1 and 10 of the Policy Manual, incorporates and replaces Chapter 10.15 of the Adjudicator’s Field Manual (AFM), as well as the AFM’s related appendices, and related policy memoranda.4 The guidance contained in the Policy Manual is controlling and supersedes any related prior guidance on the topic. 1 See “Proclamation Suspending Entry of Aliens Who Present a Risk to the U.S. Labor Market Following the Coronavirus Outbreak.” 2 See INA 291. 3 See, for example, INA 245(a): “The status of an alien who was inspected and admitted or paroled into the United States . . . may be adjusted by the Attorney General, in his discretion and under such regulations as he may prescribe, to that of an alien lawfully admitted for permanent residence if . . . .” 4 USCIS is also making minor technical updates in other Policy Manual parts consistent with this update. AILA Doc. No. 20071531. (Posted 7/15/20) www.uscis.gov PA-2020-10: Applying Discretion in USCIS Adjudications Page: 2 Policy Highlights • Provides an overview and general goals of the discretionary analysis, including the appropriate scope of discretion. • Provides non-exhaustive lists of discretionary factors that officers should consider on a case­ by-case basis.",0.032522,21.003468,2,0.789910,1
3,Directly incorporates public charge applicability guidance into the USCIS Policy Manual for adjustment applicants,USCIS policy manual updates on adjustment of status,2,USCIS issues final rule on public charge inadmissibility grounds,"U.S. Department of Homeland Security U.S. Citizenship and Immigration Services www.uscis.gov U.S. Citizenship and Immigration Services Office of the Director Camp Springs, MD 20588-0009 July 20, 2023 PA-2023-20 Policy Alert SUBJECT: Incorporating Guidance on Applicability of the Public Charge Ground of Inadmissibility Purpose U.S. Citizenship and Immigration Services (USCIS) is updating the USCIS Policy Manual to help applicants for adjustment of status more easily identify whether they are subject to the public charge ground of inadmissibility under section 212(a)(4) of the Immigration and Nationality Act (INA). Background Under INA 212(a)(4), an applicant for a visa, admission, or adjustment of status who is likely at any time to become a public charge, is inadmissible. The public charge ground of inadmissibility applies to such applicants unless they are exempt from this ground. This update does not change USCIS policy, rather it incorporates information from the related appendices1 in Part G of Volume 8 of the Policy Manual into the guidance under Chapter 3 (Applicability) to help applicants for adjustment of status more easily identify whether the public charge ground of inadmissibility applies to a specific adjustment of status category. Additional information about the public charge ground of inadmissibility also remains available on the USCIS Public Charge Resources webpage. This guidance, contained in Volume 8 of the Policy Manual, is controlling and supersedes any related prior guidance on the topic.",0.032018,23.643855,1,0.776795,4
3,Directly changes adjustment of status medical examination vaccination requirements,USCIS policy manual updates on adjustment of status,3,USCIS waives COVID-19 vaccination requirement for Adjustment of Status applicants,"Home > Newsroom > All News > Alerts > USCIS Waives COVID-19 Vaccination Requirement for Adjustment of Status Applicants USCIS Waives COVID-19 Vaccination Requirement for Adjustment of Status Applicants Release Date : 01/22/2025 Effective Jan. 22, 2025, USCIS is waiving any and all requirements that applicants for adjustment of status to that of a lawful permanent resident present documentation on their Form I-693, Report of Immigration Medical Examination and Vaccination Record, that they received the COVID-19 vaccination. USCIS will not issue any Request for Evidence or Notice of Intent to Deny related to proving a COVID-19 vaccination. USCIS will not deny any adjustment of status application based on the applicant’s failure to present documentation that they received the COVID-19 vaccination. Last Reviewed/Updated: 01/22/2025 MENU 1/23/25, 5:41 PM USCIS Waives COVID-19 Vaccination Requirement for Adjustment of Status Applicants | USCIS https://www.uscis.gov/newsroom/alerts/uscis-waives-covid-19-vaccination-requirement-for-adjustment-of-status-applicants 1/1",0.031498,14.881361,4,0.779408,3
2,Directly updates USCIS policy guidance on disclosure standards during immigration benefit adjudications,USCIS policy manual updates on adjustment of status,4,USCIS issues guidance on derogatory information unknown to the benefit requestor,"USCIS, which caused USCIS to review its method of disclosure and consider situations where USCIS may release copies of source documents containing derogatory information.2 However, USCIS may not be able to release source documents or disclose detailed descriptions of all information due to informationsharing limitations, such as classified information, information subject to agreements with agencies that own the information, and information protected by confidentiality and privacy laws. Therefore, USCIS is now updating policy guidance to explain its approach to disclosing derogatory information and promote consistency across operations. This guidance, contained in Volume 1 of the Policy Manual, is effective immediately and applies to benefit requests pending or filed on or after the publication date. The guidance contained in the Policy Manual is controlling and supersedes any related prior guidance. 1 See 8 CFR 103.2(b)(16)(i). 2 See Zerezghi v. USCIS, 955 F.3d 802, 810 (9th Cir. 2020). Zerezghi provided that USCIS should provide the petitioner with “specific, rebuttable details” or the “underlying document” when USCIS intends to deny a Petition for Alien Relative (Form I-130) based on derogatory information of which the petitioner is unaware. PA-2025-09: Derogatory Information Unknown to the Benefit Requestor Page: 2 Policy Highlights • Explains that when USCIS intends to make an adverse decision based on derogatory information of which a benefit requestor appears to be unaware, USCIS generally discloses the information in a detailed description, if permissible.",0.030090,13.641019,5,0.765377,8
0,Posthumous citizenship form updates are unrelated to adjustment of status policy manual guidance,USCIS policy manual updates on adjustment of status,5,"USCIS provides new edition of Form N-644, Application for Posthumous Citizenship","12/1/2020 Forms Updates | USCIS https://www.uscis.gov/forms/forms-updates 1/3 Home > Forms > Forms Updates Forms Updates This page lists updates to forms as we publish them, along with a brief explanation of the nature of the update. For forms updates older than five years, see our Archive. Subscribe to get notifications of forms updates: Get Updates by Email Email Address Enter your email address e.g. name@email.com Submit Update to Form I-905, Application for Authorization to Issue Certification for Health Care Workers. New Edition Dated 11/10/20. November 30, 2020 Edition Date: 11/10/20. We will also accept the 10/30/11 and 02/11/14 editions. You can find the edition date at the bottom of the page on the form and instructions. Update to Form N-644, Application for Posthumous Citizenship. New Edition Dated 11/10/20. November 30, 2020 Edition Date: 11/10/20. We will also accept the 08/05/15 edition. You can find the edition date at the bottom of the page on the form and instructions. Search by content Search USCIS Response to Coronavirus 2019 (COVID-19) AILA Doc. No. 20011661. (Posted 12/1/20) 12/1/2020 Forms Updates | USCIS https://www.uscis.gov/forms/forms-updates 2/3 Update to Form I-865, Sponsor's Notice of Change of Address. New Edition Dated 11/10/20. November 30, 2020 Edition Date: 11/10/20. We will also accept the 07/17/15 edition. You can find the edition date at the bottom of the page on the form and instructions. Update to Form I-360, Petition for Amerasian, Widow(er), or Special Immigrant.",0.030077,13.045105,6,0.767239,7
0,NTA filing and scheduling guidance is unrelated to STEM OPT extension rules,changes to STEM OPT extension rules,1,"EOIR issues guidance on Pereira v. Sessions, announcing changes in NTA filings and case scheduling","(emphasis added). Both clues confirm what common sense suggests: IIRIRA requires the agency to give an alien time-and-place information in her NTA, and then let her know if that information changes. The agency cannot opt out of the timeand-place requirement and then cure any deficiencies by providing that information—for the first time—in a document reserved to communicate “the new time or place” of proceedings “in the case of any change or postponement.” Id. § 1229(a)(2)(A). Ordinary usage illustrates the meaning of the text in context.11 Any reasonable reader would understand paragraph 10 Paragraph (1) already requires “[t]he time.” 8 U.S.C. § 1229(a)(1)(G)(i). 11 The statutory history discussed in Section I.A solidifies our understanding. As outlined, the government could serve an “order to show cause” without time-and-place information before IIRIRA. See 43 Fed. Reg. at 36,239 (stating that time-and-place information “may be stated in the order [to show cause] or may be later specified” (emphasis added)); 8 U.S.C. § 1252b(a)(2)(A) (1994) (stating that time-and-place 20 (2)’s use of “change” to mean a change from something to a different something—not from nothing to something. Cf. In re Brewer, 863 F.3d 861, 876 (D.C. Cir. 2017) (“Ex nihilo nihil fit.”); William Shakespeare, King Lear, act 1, sc. 1 (Bernhard Tauchnitz 1868) (“Nothing will come of nothing.”). Examples abound. No reasonable diner would expect to get seating for two by calling a restaurant to “change” a reservation he never made.",0.030310,9.116114,5,0.685418,7
0,TPS litigation and postponement orders are unrelated to STEM OPT extension policy,changes to STEM OPT extension rules,2,DHS terminates Temporary Protected Status for Honduras,"1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 United States District Court Northern District of California UNITED STATES DISTRICT COURT NORTHERN DISTRICT OF CALIFORNIA NATIONAL TPS ALLIANCE, et al., Plaintiffs, v. KRISTI NOEM, et al., Defendants. Case No. 25-cv-05687-TLT ORDER GRANTING PLAINTIFFS’ MOTION TO POSTPONE Re: ECF 17 The freedom to live fearlessly, the opportunity of liberty, and the American dream. That is all Plaintiffs seek. Instead, they are told to atone for their race, leave because of their names, and purify their blood. The Court disagrees. Pending before the Court is Plaintiffs’ motion to postpone effective date of agency action. ECF 17. Defendants filed an opposition on July 14, 2025. ECF 45. Plaintiffs filed a reply on July 18, 2025. ECF 53. The Court heard oral argument on July 29, 2025. Having considered the parties’ briefs, the relevant legal authority, oral argument, and for the reasons below, the Court GRANTS the motion to postpone. The Court orders that the TPS terminations shall be postponed to preserve the status quo and until a hearing on the merits on November 18, 2025. Postponement will be subject to extension at the November 18, 2025 hearing. I. BACKGROUND A. Plaintiffs and Nepal, Honduras, and Nicaragua TPS Holders The parties concede that each of the individually named Plaintiffs have not suffered any felony or misdemeanor convictions. None have violated the law, and each have maintained their obligations parenting, working, and abiding by the rules imposed on them as TPS holders.",0.030282,7.033559,12,0.702152,1
0,Unrelated to STEM OPT extensions; discusses undocumented immigrant eligibility and federal benefits verification requirements.,changes to STEM OPT extension rules,3,HHS issues notice excluding undocumented immigrants from additional federal benefits,"169. With effectively no notice, Defendants have upset this balance, imposing onerous new immigration status verification requirements that will bring States’ social safety nets to the brink of disaster and with which the Plaintiff States could not possibly have complied before they took effect. These Notices threaten the States’ programs with immediate enforcement and thus interfere with their ability to advance their sovereign prerogatives with respect to public health and community safety. Case 1:25-cv-00345 Document 1 Filed 07/21/25 Page 35 of 50 PageID #: 35 36 CAUSES OF ACTION Count I Violation of the Administrative Procedure Act – Procedural Violation (Against All Defendants Except U.S. Department of Justice and Attorney General Bondi) 170. Plaintiff States incorporate by reference the allegations contained in the preceding paragraphs. 171. HHS, ED, and DOL are “agenc[ies]” under the Administrative Procedure Act (APA). 5 U.S.C. § 551(1). 172. The APA requires agency rules to undergo notice and comment. Id. § 553. Failure to abide by notice-and-comment requirements renders a rule procedurally invalid. 173. The notice-and-comment requirement “does not apply” to “interpretative rules, general statements of policy, or rules of agency organization, procedure, or practice.” Id. § 553(b)(A). 174. But this exception does not apply here because HHS’s, ED’s, and DOL’s PRWORA Notices are substantive rules or “legislative” rules, not interpretive ones. 175. “[T]he critical feature of interpretive rules is that they are issued by an agency to advise the public of the agency’s construction of the statutes and rules which it administers.",0.029828,6.723407,13,0.692934,2
1,"Public charge rules affect extensions of stay and change of status broadly, but not specifically STEM OPT extension policy.",changes to STEM OPT extension rules,4,USCIS issues final rule on public charge inadmissibility grounds,"51114 Federal Register / Vol. 83, No. 196 / Wednesday, October 10, 2018 / Proposed Rules DEPARTMENT OF HOMELAND SECURITY 8 CFR Parts 103, 212, 213, 214, 245 and 248 [CIS No. 2499–10; DHS Docket No. USCIS– 2010–0012] RIN 1615–AA22 Inadmissibility on Public Charge Grounds AGENCY: U.S. Citizenship and Immigration Services, DHS. ACTION: Notice of proposed rulemaking. SUMMARY: The U.S. Department of Homeland Security (DHS) proposes to prescribe how it determines whether an alien is inadmissible to the United States under section 212(a)(4) of the Immigration and Nationality Act (INA) because he or she is likely at any time to become a public charge. Aliens who seek adjustment of status or a visa, or who are applicants for admission, must establish that they are not likely at any time to become a public charge, unless Congress has expressly exempted them from this ground of inadmissibility or has otherwise permitted them to seek a waiver of inadmissibility. Moreover, DHS proposes to require all aliens seeking an extension of stay or change of status to demonstrate that they have not received, are not currently receiving, nor are likely to receive, public benefits as defined in the proposed rule. DHS proposes to define ‘‘public charge’’ as the term is used in sections 212(a)(4) of the Act. DHS also proposes to define the types of public benefits that are considered in public charge inadmissibility determinations. DHS would consider an alien’s receipt of public benefits when such receipt is above the applicable threshold(s) proposed by DHS, either in terms of dollar value or duration of receipt.",0.028790,7.244102,11,0.685005,8
0,EOIR attorney appearance form revisions are unrelated to STEM OPT extension rules.,changes to STEM OPT extension rules,5,"DOJ requests comments on Form EOIR-27, Notice of Entry of Appearance before BIA","DOJ requests comments regarding the revision and extension of a currently approved information collection from Form EOIR-27, Notice of Entry of Appearance as Attorney or Representative Before the Board of Immigration Appeals. Among the proposed changes include several non-substantive changes. EOIR has also added language clarifying that the practitioner, by entering his or her appearance before EOIR, acknowledges that the practitioner will be subject to the disciplinary rules and procedures at 8 C.F.R. 1003.101 et seq. Additional language was added to the form to clarify that by entering an appearance before EOIR pursuant to the filing of a Form EOIR-27, the practitioner consents to the publication of the practitioner’s name and any findings of misconduct by EOIR, should the practitioner become subject to any public discipline by EOIR pursuant to the rules and procedures at 8 C.F.R. 1003.101 et seq. [ID #855]",0.028739,15.619491,1,0.663559,21
0,Credible fear interview timing for asylum seekers is unrelated to marriage-based green card interviews.,policy changes affecting marriage based green card interviews,1,Asylum seekers given less time to prepare for credible fear interviews,"17-2 at 12 (Johnson Decl., Ex. 1 at D-1). That same day, acting Secretary McAleenan also revised USCIS’s order of succession, designating the newly created position of Principal Deputy Director as “the First Assistant and most senior successor to the Director of USCIS.” Dkt. 17-4 at 7 (Blackwell Decl., Ex. 2). These two changes—both of which occurred after the vacancy arose—allowed Cuccinelli to leapfrog Koumans to become USCIS’s acting Director. But neither of these changes was designed to endure. Acting Secretary McAleenan specified that Cuccinelli’s appointment as Principal Deputy Director “will remain in effect until the earlier to occur of (1) the appointment of a Director of USCIS by the President of the United States, or (2) the express revocation of this appointment.” Id. at 5 (Blackwell Decl., Ex. 1). And acting Secretary McAleenan specified that the revised order of succession, which re-designated the Principal Deputy Director position as the “first assistant” to the Director, “will terminate automatically, without further action, upon the appointment of a new Director of USCIS by the President.” Id. at 7 (Blackwell Decl., Ex.2). In other words, as soon as the vacant office is filled, the status quo will be restored. On July 2, 2019, three weeks after assuming his new office, Cuccinelli issued a memorandum announcing a revised policy for scheduling credible-fear interviews in expedited removal proceedings. AR 113. Under the revised policy, USCIS (1) reduced the time allotted for asylum seekers to consult with others prior to their credible-fear interviews from 72 or 48 hours to “one full calendar day from the date of arrival at a detention facility,” AR 113 (“reduced-time-to-consult directive”), and (2) prohibited asylum officers from granting asylum Case 1:19-cv-02676-RDM Document 34 Filed 03/01/20 Page 3 of 55",0.031514,12.286400,5,0.757622,2
0,MPP asylum processing changes are unrelated to marriage-based green card interview policies.,policy changes affecting marriage based green card interviews,2,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","Moreover, the Secretary has his own independent and significant concerns about the prior implementation of MPP, including concerns about the safety and security of those returned to Mexico, deficiencies in the non-refoulement interview process, barriers to access to counsel, and the ways in which reimplementation of MPP would divert from other Administration goals and result in significant burdens for the Department that would limit DHS’s opportunities to make other needed reforms consistent with this Administration’s policy priorities. In light of these concerns, the Secretary has decided not to resume MPP in precisely the same form as it previously existed, even if were a viable option. As an alternative, the Secretary considered a modified implementation and enforcement plan, in the manner that the Administration is planning to start doing in the coming weeks— pending an independent decision by the GOM to facilitate returns—in order to comply with the district court’s order. As the Department moves to reimplement, it is making changes to account for GOM’s concerns—changes which are designed to better protect individuals returned to Mexico and ensure, among other things, timely and accurate notice about court hearings. In addition, the Department is evaluating what changes could be made to address the issues raised in the Red Team Report, to include changes announced by the December 2020 supplementary guidance to better ensure family unity, access to counsel during non-refoulement interviews, and assessment of vulnerability.",0.031099,12.084759,8,0.761000,1
1,"Contains marriage-related biographic information requirements, but not policy changes about marriage-based interviews themselves.",policy changes affecting marriage based green card interviews,3,"USCIS proposes changes to Form G-325A, Biographic Information (for Deferred Action)","F. Please select the request type: Initial Request Subsequent Request Please select the filing type for your deferred action request: G. H. Government Referral (Other than a Labor Agency) 3. Supporting Statement Place of Birth Country 29.b. Place of Marriage Part 3. Employment Authorization No Yes I am requesting an Employment Authorization Document (EAD) upon being granted deferred action: 1. Page 3 of 6 Form G-325A Edition 10/24/24 Part 3. Employment Authorization (continued) If “Yes,” please provide the following information regarding your economic necessity for employment (this information is not required if you are requesting the SIJ DA filing type): 2.a. My current annual income is: 2.b. My current annual expenses are: The total current value of my assets is: 2.c. If you would like to provide an explanation regarding your current financial information or your economic need for employment authorization, please use this space below. If you need extra space to complete this section, use the space provided in Part 8. Additional Information. 2.d. Part 4. Social Security Card If you select “Yes” on Part 3. Employment Authorization, Item Number 1., please complete the following questions to receive a Social Security card through this process. If the below questions and questions in Part 1. are not completed, you will not receive a Social Security card through this process. No (Go to Part 5.) Yes (Complete Item Numbers 2. - 3.) Do you want the Social Security Administration (SSA) to issue you an original or replacement Social Security card?",0.030331,13.288077,4,0.726131,8
0,Birthright citizenship EO discussion is unrelated to marriage-based green card interview policy.,policy changes affecting marriage based green card interviews,4,Reports that President will attempt to void birthright citizenship for children of undocumented parents via Executive Order,"Examples include: Permanent Resident Card/Green Card Foreign passport with the original I-551 visa entry stamp Your parents' marriage certiﬁcate (if your parents were married when you legally entered the U.S. and before your 18th birthday) Documentation of legal custody (if your parents were not married when you legally entered the U.S.) Evidence of your legitimation (if your parents were not married at the time of your birth). Examples include: Your parents' marriage certiﬁcate dated after your birth Certiﬁed court order of legitimation Please see U.S. Citizenship Laws & Policy for more information. U.S. Citizenship through Adoption U.S. Citizenship through Adoption If you were born outside the United States and acquired citizenship through adoption by a U.S. citizen parent while under the age of 16, please submit the following: Citizenship evidence of your U.S. citizen parent Your full and ﬁnal adoption decree Evidence of lawful entry for permanent residence (Examples: Child’s foreign passport containing an ADIT stamp or Form I-94! with the ADIT stamp and picture) Please see Child Citizenship Act of 2000 for more information. Request a File Search Request a File Search You may request a File Search instead of submitting evidence of U.S. Citizenship if: You have been issued a U.S. passport or Consular Report of Birth Abroad in the past and You can't submit it with your application The File Search fee is $150 and charged in addition to the normal application fees, payable to the Department of State.",0.030282,20.680116,1,0.717306,12
