relevance,reason,query,rrf_rank,title,full_chunk_text,rrf_score,bm25_score,bm25_rank,faiss_score,faiss_rank
0,Public charge rule is unrelated,asylum cooperative agreements interim final rule,5,USCIS issues final rule on public charge inadmissibility grounds,"Public Charge USCIS is no longer applying the August 2019 Public Charge Final Rule. As a consequence, among other changes, USCIS will apply the public charge inadmissibility statute consistent with the 1999 Interim Field Guidance. In other words, USCIS is not considering an applicant’s receipt of Medicaid (except for long-term institutionalization at the government’s expense), public housing, or Supplemental Nutrition Assistance Program (SNAP) benefits as part of the public charge inadmissibility determination. Background On Nov. 2, 2020, the U.S. District Court for the Northern District of Illinois vacated the Inadmissibility on Public Charge Grounds final rule (84 Fed. Reg. 41,292 (Aug. 14, 2019)), as amended by Inadmissibility on Public Charge Grounds; Correction, 84 Fed. Reg. 52,357 (Oct. 2, 2019) (Public Charge Final Rule) nationwide. That decision was stayed by the U.S. Court of Appeals for the Seventh Circuit. On March 9, 2021, the Seventh Circuit lifted its stay and the U.S. District Court for the Northern District of Illinois’ order vacating the Public Charge Final Rule went into effect. When the vacatur went into effect, USCIS immediately stopped applying the Public Charge Final Rule to all pending applications and petitions that would have been subject to the rule. USCIS continues to apply the public charge inadmissibility statute, including consideration of the statutory minimum factors in the totality of the circumstances, in accordance with the 1999 Interim Field Guidance that was in place before the Public Charge Final Rule was implemented.",0.030118,13.287058,4,0.755108,9
3,Directly about ORR release process for unaccompanied children,unaccompanied children ORR release policies,1,ORR requires Director-level authorization of custodial releases of certain unaccompanied children,"Policies related to influx care facilities are under Section 7. Section 2: Safe and Timely Release from ORR Care 1/27/15 Not Applicable 2.1 Summary of the Safe and Timely Release Process 1/27/15 6/18/19 - Revised wording to provide clarity. 2.2 Application for the Safe & Timely Release of UAC from ORR Care 1/27/15 6/18/19 - Renamed section and revised wording to provide clarity. 2.2.1 Identification of Qualified Sponsors 1/27/15 4/7/15 - Clarification that first cousins are Category 2 sponsors 4/11/16 - Clarification of sponsor category for children of unaccompanied alien children. 6/18/19 - Split category 2 sponsors into two separate sponsor categories, category 2A and category 2B. 3/8/2022-Clarifies what category of sponsorship applies for cases where a UC enters the United States with their biological child for each UC. 2.2.2 Contacting Potential Sponsors 1/27/15 Not Applicable 2.2.3 The Application for Release 1/27/15 8/24/15 - Added clarification that care providers confirm the relationship of Category 3 sponsors who have a distant relation with youth but no supporting documentation 1/9/17 - Clarified that the care provider informs potential sponsors that they may submit additional information not requested in the FRA, in order to support their application for release of a child. 6/7/18 - Revised to reflect updated fingerprint instructions 6/18/19 - Renamed section and revised list of documents included in the FRP. 5/6/21 - Removed Sponsor Declaration from the list of FRP documents.",0.032522,19.986184,2,0.886033,1
2,Strongly relevant broader ORR framework on care placement and release,unaccompanied children ORR release policies,2,ORR proposes revisions to forms for services provided to unaccompanied children,"279 – Transfers responsibilities for the care and placement of unaccompanied alien children from the Commissioner of the former Immigration and Naturalization Service (INS) to the Director of ORR. William Wilberforce Trafficking Victims Protection Reauthorization Act of 2008 (TVPRA), 8 U.S.C. 1232 – Creates, consistent with the HSA, additional requirements for the placement, care, and release of unaccompanied alien children in federal custody. The TVPRA also directs ORR to create policies to ensure unaccompanied alien children are protected from traffickers and others seeking to victimize them or otherwise engage them in criminal, harmful, or exploitative activity. Unaccompanied Children Program Foundational Rule, 45 C.F.R. Part 410 – Establishes a uniform set of standards and procedures concerning the placement (Part 410.1100 – 1109), care (Part 410.1000 – 11004), and services (Part 410.1300 – 1311) provided to unaccompanied alien children in ORR care that is consistent with ORR’s statutory duties and implements the terms of Flores that create responsibilities for HHS and ORR. ORR’s Interim Final Rule, Standards to Prevent, Detect, and Respond to Sexual Abuse and Sexual Harassment Involving Unaccompanied Children, 45 C.F.R. Part 411 – Sets forth such standards for ORR care provider facilities that house UAC in accordance with section 1101(c) of the Violence Against Women Reauthorization Act of 2013, Pub. L. 113-4 (VA WA 2013). 2. Purpose and Use of the Information Collection The instruments included in this information collection directly relate to the care of UAC for processing pursuant to the Paperwork Reduction Act.",0.032522,23.348604,1,0.831178,2
2,Discusses safeguards and TVPRA protections for MPP-unaccompanied children,unaccompanied children ORR release policies,3,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","Nor will the court define precisely what constitutes a meaningful opportunity to access TVPRA protections; it suffices to say that MPP-unaccompanied children must be provided a meaningful opportunity to access these rights. For instance, the TVPRA envisions that children will have extended timelines to develop and present asylum claims – their exemption from the one-year deadline to apply for asylum means that the children should have extended timelines, i.e., at least more than a year to do so. Rushing to remove a child within a matter of days or weeks would not comply with the injunction. Any efforts to remove children must comply with the TVPRA and the procedural safeguards set forth in this Order. B. Identification and Notice Safeguards. The government shall adopt safeguards and take steps to identify MPP-unaccompanied children encountered by defendants, and provide adequate and timely written notice of an unaccompanied child’s MPP status to the child, the ORR shelters in which any such children are housed, and plaintiffs.2 2 Plaintiffs may designate a representative or representatives to receive notice on their behalf. 5 Case 2:21-cv-00395-FMO-RAO Document 319 Filed 09/29/25 Page 5 of 6 Page ID #:12750 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 C. Guidance on Procedures and Safeguards. The government shall publish guidance on the procedures applicable to MPP-unaccompanied children, including the practices and safeguards adopted pursuant to this Judgment to ensure that MPP-unaccompanied children have meaningful access to TVPRA protections.",0.031746,14.585125,3,0.828618,3
1,Mentions unaccompanied children in litigation context but not ORR release policy itself,unaccompanied children ORR release policies,4,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,"2022). Other courts in this District have certified under Rule 23(b)(2) similar nationwide classes of noncitizens challenging restrictive immigration policies. See, e.g., Refugee & Immigrant Ctr. for Educ. & Legal Servs. v. Noem, 793 F. Supp. 3d 19, 103 (D.D.C. 2025) (noncitizens subject to presidential proclamation barring asylum at the border), appeal pending, D.C. Cir. No. 25-05243; P.J.E.S. v. Wolf, 502 F. Supp. 3d 492, 501-02, 509-10 (D.D.C. 2020) (unaccompanied children subject to “Title 42” expulsion policy); O.A. v. Trump, 404 F. Supp. 3d 109, 160 (D.D.C. 2019) (noncitizens subject to regulation restricting asylum); see also J.D. v. Azar, 925 F.3d 1291, 131225 (D.C. Cir. 2019) (pregnant noncitizen children); Ramirez v. ICE, 338 F. Supp. 3d 1, 42-50 Case 1:20-cv-00116-EGS Document 174 Filed 12/19/25 Page 2 of 10 3 (D.D.C. 2018) (noncitizen teens challenging transfers to ICE custody); R.I.L.-R. v. Johnson, 80 F. Supp. 3d 164, 179-83 (D.D.C. 2015) (noncitizen mothers and children denied release). The same result is warranted here, and the Court should grant class certification under Rule 23(b)(2), appoint Plaintiffs J.C., A.S., Y.A., E.M., L.H., Y.V., D.M., I.B., A.M., M.S., M.A., L.T., A.T., A.J., N.S., D.D., N.V., M.O., S.M., J.M., and J.D. (the “Section 240 Individual Plaintiffs”) as Class Representatives, and appoint the undersigned as Class Counsel. BACKGROUND This suit challenges a Rule and related agency actions that purport to implement the “safe third country” provision of the asylum statute, 8 U.S.C.",0.030777,13.674402,4,0.721994,6
1,About unaccompanied refugee children not ORR release policies for UAC generally,unaccompanied children ORR release policies,5,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,"3 25-1313 (d)(2)(B) requires that the program’s Director take legal and financial responsibility for unaccompanied refugee children only if such responsibility is “necessary.” The section also authorizes the Director “to make necessary decisions to provide for the child’s immediate care.” Even while using the word “shall,” the subsection drips with deference to the executive branch and invokes no firm mandate. It also is not clear from the record if there are any unaccompanied refugee children at issue here. Similarly, subsection (e)(7)(A) states the “Secretary shall develop and implement” projects for cash and medical support for refugees “as needed.” The metes and bounds of the programs are up to executive discretion—hardly a congressional mandate. In my view, Section 1522 authorizes the executive branch to craft programs under its discretion so long as appropriations flow. It does not require that those programs operate. As the law does not demand the executive branch provide these services, our court is in no position to mandate them. I thus respectfully dissent in part. Case: 25-1313, 09/12/2025, DktEntry: 149.1, Page 12 of 12",0.030310,9.497343,7,0.729289,5
3,Directly reports ICE arrests in Los Angeles,ICE raids Los Angeles,1,COVID-19: ICE reportedly resumes arrests after pausing due to pandemic,"The New York Times reports that ICE agents made 300 arrests in Los Angeles. More than a thousand others were arrested in New York, Atlanta and Phoenix, as well as in cities in Colorado, Idaho, Montana, Nevada, New Jersey, Utah, and Wyoming. [ID #1055]",0.032787,20.716810,1,0.778533,1
1,Los Angeles immigration court operations are mentioned but not ICE raids,ICE raids Los Angeles,2,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","at 7-8 (emphasis in original).) Prior to MPP 1.0, ImmDef rarely needed to travel to Mexico to meet with clients and did not represent clients in San Diego immigration court because its “motions to transfer venue to the immigration courts in Los Angeles, where [ImmDef] and most of [its] staff are based, were routinely granted.” (See Toczylowski Decl., Exhibit A ¶ 9.) “However, motions for change of venue in MPP cases were routinely denied by the San Diego immigration courts so [ImmDef] had to expand [its] operations” to provide legal representation to noncitizens it would have represented in Los Angeles prior to the implementation of MPP. (See id.) As such, MPP impaired ImmDef’s ability to conduct removal defense work in Los Angeles immigration courts. Put differently, because MPP affected ImmDef’s core business activities in Los Angeles, the expenditures ImmDef undertook were necessary and not voluntary. (See Reply at 1-3 (“If ImmDef failed to provide legal representation to individuals subjected to MPP [], it would abandon a segment of its core constituency.”).) Moreover, allegations that a “threat” to a “concrete interest is . . . imminent” is sufficient to allege “an injury in fact.” See Bishop Paiute Tribe v. Inyo County, 863 F.3d 1144, 1154 (9th Cir. 2017) (“While generalized threats of prosecution do not confer [standing] or constitutional ripeness, a genuine threat of imminent prosecution does.”); Lujan, 504 U.S. at 560 (For a plaintiff to meet the injury-in-fact prong of standing, the plaintiff must demonstrate “an invasion of a legally protected interest which is (a) concrete and particularized and (b) actual or imminent, not conjectural or hypothetical”) (internal citations omitted) (emphasis added).",0.032002,16.298274,2,0.701275,3
1,About violent ICE arrests but not specifically Los Angeles raids,ICE raids Los Angeles,3,US citizen seek millions in damages after violent ICE arrests (RFC),"Several U.S. citizens are suing ICE and DHS for millions in damages, alleging they were violently arrested, unlawfully detained, and subjected to assault, battery, false imprisonment, and emotional distress despite being American citizens. The lawsuits includes cases such as a man arrested twice while at work and others caught in raids where ICE agents allegedly used excessive force.",0.032002,15.748004,3,0.705454,2
0,Denaturalization in Los Angeles is unrelated to ICE raids,ICE raids Los Angeles,4,DOJ files denaturalization complaints against 3 U.S. citizens,"CALIFORNIA LOCAL By BRITTNY MEJIA AUG 12, 2018 | 7:30 AM y h S New citizens during a naturalization ceremony at the L.A. Convention Center. (Mel Melcon / Los Angeles Times) ADVERTISEMENT TRIAL OFFER SUPPORT QUALITY NEWS 4 weeks for 99¢ SAVE NOW TRIAL OFFER | 4 weeks for 99¢ ħ TOPICS SUBSCRIBE 4 weeks for only 99¢ s LOG IN Working a Saturday shift in the stuffy Immigration and Naturalization Service office in downtown Los Angeles in the 1970s, Carl Shusterman came across a rap sheet. A man recently sworn in as a United States citizen had failed to disclose on his naturalization application that he had been arrested, but not convicted, in California on rape and theft charges. Shusterman, then a naturalization attorney, embarked on a months-long effort to do something that rarely happened: strip someone of their American citizenship. “We had to look it up to find out how to do this,” he said. “We’d never even heard of it.” PAID CONTENT Can a big state university really aspire to 'make life better for all humankind'? You'd better... As UCLA celebrates its centennial anniversary, now is an ideal time to assess the university's relevance to humanity at large. Fortunately, that relevance is easily... SEE MORE What Is This? ADVERTISEMENT SAVE NOW TRIAL OFFER SUPPORT QUALITY NEWS 4 weeks for 99¢ SAVE NOW Forty years later, denaturalization — a complex process once primarily reserved for Nazi war criminals and human rights violators — is on the rise under the Trump administration. A United States Citizenship and Immigration Services team in Los Angeles has been reviewing more than 2,500 naturalization files for possible denaturalization, focusing on identity fraud and willful misrepresentation.",0.031250,14.954658,4,0.680053,4
1,Not about raids but discusses concern that ICE raids may increase,ICE raids Los Angeles,5,"SSA announces return of ""no-match"" letters","The National Restaurant Association, among other groups, sued over the rule change, arguing that it was overly burdensome on employers and would result in discrimination against workers who are perceived to be immigrants. They won — and the letters stopped coming in 2012 under President Obama. Last summer, the Social Security Administration said it would restart the practice in the spring of 2019, but has not explained why it opted to do so, industry sources complained. “There is not a lot of information coming out from the government about this, and some employers are petrified that ICE audits and raids will increase,” hospitality attorney Carolyn Richmond of Fox Rothschild told The Post. “We find the timing now very interesting given all the talk about immigration and the history of what happened,” Angelo Amador, regulatory counsel of the restaurant trade group that sued the feds in 2007, told The Post. “The hospitality industry is on the front lines of this,” he said. FILED UNDER EMPLOYERS , FEDERAL GOVERNMENT , ICE , ILLEGAL IMMIGRANTS , SOCIAL SECURITY , US CUSTOMS AND BORDER PROTECTION SEE ALSO ICE arrests nearly 500 illegal immigrants in massive raid Recommended by",0.030536,13.522490,5,0.674312,6
3,Exact match on the OMB pause,OMB pauses agency grant loan financial assistance programs,1,"OMB temporarily pauses agency grant, loan, and financial assistance programs","18 Federal non-discrimination laws [including those related to pregnancy] by healthcare providers that receive Federal financial assistance.” ii. The OMB Directive 71. On the evening of January 27, State Plaintiffs were alerted through social media to a Directive sent by Matthew J. Vaeth, Acting Director of the Office of Management and Budget to heads of executive departments and agencies. The Directive, titled “Temporary Pause of Agency Grant, Loan, and Other Financial Assistance Programs,” references the seven executive orders described above. OMB Directive, at 1-2. It further states that all federal agencies “must complete a comprehensive analysis of all of their Federal financial assistance programs to identify programs, projects, and activities that may be implicated by any of the President’s executive orders.” Id. at 2. Moreover, while this analysis is ongoing, “[i]n the interim, to the extent permissible under applicable law, Federal agencies must temporarily pause all activities related to obligation or disbursement of all Federal financial assistance, and other relevant agency activities that may be implicated by the executive orders, including, but not limited to, financial assistance for foreign aid, nongovernmental organizations, DEI, woke gender ideology, and the green new deal.” Id. at 2 (emphasis in original). Pursuant to the OMB Directive, the temporary pause will take effect today, January 28, 2025 at 5:00 PM. Id. 72. The OMB Directive appears to require the temporary suspension of disbursement and obligation of all Federal financial assistance with few exceptions, and not just funds that may be related to “foreign aid, nongovernmental organizations, DEI, woke gender ideology, and the green new deal.” Id.; see also Jeff Stein, et al., White House Pauses all Federal Grants, Sparking Confusion, Washington Post (Jan.",0.032787,36.947401,1,0.965075,1
1,Federal funding restrictions are related context but not the OMB-wide pause itself,OMB pauses agency grant loan financial assistance programs,2,HHS issues notice excluding undocumented immigrants from additional federal benefits,"The January 21 Anti-DEI Order again fails to define “DEI,” “DEIA,” “diversity,” “equity,” or “inclusion.” It only purports that ““diversity, equity, and inclusion,” “DEI,” “diversity, equity, inclusion, and accessibility,” or “DEIA” policies are “illegal,” “dangerous,” and “immoral” and can violate federal civil rights laws.” Id. 244. On January 20, 2025, President Trump also issued an Executive Order titled “Defending Women from Gender Ideology Extremism and Restoring Biological Truth to the Federal Government” (“Gender Ideology EO”), directing that “federal funds shall not be used to promote gender ideology.” Exec. Order No. 14,168., 90 Fed. Reg. 8615 (Jan. 30, 2025), §2(f). The Order defines “gender ideology” as a “false claim” that “replaces the biological category of sex with an ever-shifting concept of self-assessed gender identity,” and that “includes the idea that there is a vast spectrum of genders that are disconnected from one’s sex.” Id. at §2(g). 245. On January 27, 2025, OMB issued a memorandum requiring all “Federal agencies to identify and review all Federal financial assistance agencies and supporting activities consistent with the President’s policies and requirements.” Off. Of Mgmt. & Budget, Exec. Off. Of the President, OMB Memo. No. 25-13, Temporary Pause of Agency Grant, Loan, and Other Financial Assistance Programs (2025), implementing the Anti-DEI, Gender Ideology, and Anti-Immigration Orders. The memorandum instructed all federal agencies to temporarily suspend “all activities related to obligation or disbursement of all Federal financial assistance, and other relevant agency activities that may be implicated by the executive orders, including, but not limited to .",0.032258,21.196874,2,0.745564,2
2,Directly about a government-imposed funding pause tied to the same 2025 policy environment,OMB pauses agency grant loan financial assistance programs,3,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,"16 relevant Executive Branch officials to institute a “90-day pause in United States foreign development assistance” pending review for programmatic efficiency and policy alignment, subject to waivers authorized by the Secretary of State for specific programs. Id. § 3(a). On the same day, President Trump signed an executive order titled “Realigning the United States Refugee Admissions Program.” Exec. Order No. 14,163, 90 Fed. Reg. 8459 (Jan. 20, 2025) (“Refugee Executive Order”). The Refugee Executive Order suspends the entry of new refugees into the United States with narrow exceptions. 44. On January 24, Secretary of State Rubio issued an order to all State Department diplomatic and consular posts stating that “[c]onsistent with” the Foreign Aid Executive Order, “all new obligations of funding . . . for foreign assistance programs funded by or through the Department and USAID” would be paused “pending a review.” Memorandum from Secretary of State to All Diplomatic and Consular Posts, Dep’t of State (Jan. 24, 2025), https://perma.cc/J26T-VCJR (“Rubio Memo”). The Rubio Memo instructed that for “existing foreign assistance awards, contracting officers and grant officers shall immediately issue stopwork orders, consistent with the terms of the relevant award, until such time as the Secretary shall determine, following a review.” Id. The Rubio Memo also provided for waivers for limited circumstances. Id. V. The Government Abruptly Suspended Funding For Refugee Resettlement 45. Although none of the President’s or Secretary of State’s orders mentions (let alone pauses) funding for the resettlement of refugees already admitted into the United States, the State Department decided suddenly to suspend refugee-resettlement funding as well (the “Refugee Funding Suspension”).",0.031746,12.140663,3,0.729977,3
0,Budget proposal material is unrelated,OMB pauses agency grant loan financial assistance programs,4,White House FY2020 Budget Proposal includes $8.6 billion in border wall funding,"9 The Balanced Budget and Emergency Deficit Control Act of 1985 had authorized an adjustment to the discretionary spending caps for appropriations designated by the Congress as being for ""disaster relief"" provided those appropriations are for activities carried out pursuant to a determination under the Robert T. Stafford Disaster Relief and Emergency Assistance Act. The 2022 Budget maintains the same methodology for determining the funding ceiling for disaster funding for 2022 and OMB currently sets its request at the estimated ceiling of $18.9 billion. Further details, including any revisions necessary to account for changes to the ceiling estimate and the specific allocations of disaster relief funding requested for 2022, will be provided in the Budget. 7 The 2022 request shifts the Formerly Utilized Sites Remedial Action Program (FUSRAP) from the Corps to DOE; setting aside the FUSRAP shift, the change from 2021 is a 10‐percent decrease to the Corps non‐defense budget. 5 The State and International Programs total includes funding for the Department of State, USAID, Treasury International, and 11 international agencies while the Treasury total excludes Treasury's International Programs. 1 The 2021 enacted column reflects OMB scoring of appropriations enacted in the Consolidated Appropriations Act, 2021 (divisions A through M of Public Law 116‐260). These estimates were contained in OMB's seven‐day‐after report for Public Law 116‐260, which is posted on OMB's website: https://www.whitehouse.gov/omb/legislative/budget‐enforcement‐act‐7‐day‐ reports/. 4 Funding from the Hospital Insurance and Supplementary Medical Insurance trust funds for administrative expenses incurred by the Social Security Administration that support the Medicare program are included in the Health and Human Services total and not in the Social Security Administration total. 2 Funding for Food for Peace Title II Grants is included in the State and International Programs total. Although the funds are appropriated to the Department of Agriculture, the funds are administered by the U.S. Agency for International Development (USAID). 3 The Department of Energy base total in 2021 includes an appropriation of $2.3 billion that had been designated as emergency in Public Law 116‐260 since the activities were for regular operations and not emergency purposes. 6 The DOT General Fund Transfer to Mandatory Programs line reflects General Fund appropriations to programs that traditionally receive mandatory funding out of the Highway and Airport and Airway Trust Funds.",0.031250,10.093505,4,0.718007,4
0,DS-2019 form revisions are unrelated,OMB pauses agency grant loan financial assistance programs,5,"DOS proposes revisions to Form DS-2019, Certificate of Eligibility for J-1 Status","Total Estimated Annual Hour Burden: 61. (v) SBA Form 3508—Paycheck Protection Program—Loan Forgiveness Application. Estimated Number of Respondents: 1,303,000. Estimated Annual Responses: 1,303,000. Estimated Annual Hour Burden: 3,909,096. (vi) SBA Form 3508S, Paycheck Protection Program—PPP Loan Forgiveness Application Form 3508S. Estimated Number of Respondents: 3,574,000. Estimated Annual Responses: 3,574,000. Estimated Annual Hour Burden: 893,500. (vii) SBA Form 3508EZ—Paycheck Protection Program—PPP Loan Forgiveness Application Form 3508EZ. Estimated Number of Respondents: 335,096. Estimated Annual Responses: 335,096. Estimated Annual Hour Burden: 111,699. (viii) [Form Number N/A] Lender Reporting Requirements Concerning Requests for Loan Forgiveness. Estimated Number of Respondents: 5,200,000. Estimated Annual Responses: 5,200,000. Estimated Annual Hour Burden: 1,330,957. (ix) [Form Number N/A] Lender Reporting Requirements for SBA Loan Reviews. Estimated Number of Respondents: 1,950,000. Estimated Annual Responses: 1,950,000. Estimated Annual Hour Burden: 975,000. (x) SBA Form 3509—Loan Necessity Questionnaire (For-Profit Borrowers). Estimated Number of Respondents: 42,000. Estimated Annual Responses: 42,000. Estimated Annual Hour Burden: 67,833. (xi) SBA Form 3510—Loan Necessity Questionnaire (Non-Profit Borrowers). Estimated Number of Respondents: 10,000. Estimated Annual Responses: 10,000. Estimated Annual Hour Burden: 9,167. Curtis Rich, Management Analyst. [FR Doc.",0.029877,8.443970,9,0.705423,5
3,Exact match on CHNV categorical parole programs,categorical parole programs CHNV,1,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","206, 215 (1953))). The INA empowers the Secretary of the Department of Homeland Security (""DHS"") to grant parole of non-citizens into the United States ""only on a case-by-case basis for urgent humanitarian reasons or significant public benefit.""1 8 U.S.C. § 1182(d)(5)(A). And many presidential administrations have invoked this authority 1 See Thuraissigiam, 591 U.S. at 139 (""The power to admit or exclude aliens is a sovereign prerogative, the Constitution gives the political department of the government plenary authority to decide which aliens to admit, and a concomitant of that power is the power to set the procedures"" to determine ""whether an alien should be admitted."" (citation modified)). Case: 25-1384 Document: 00118339877 Page: 4 Date Filed: 09/12/2025 Entry ID: 6750605 - 5 - to grant parole to non-citizens.2 Most relevant to the instant appeal, DHS, under the Administration of President Joseph R. Biden, launched parole programs under which nationals of Cuba, Haiti, Nicaragua, and Venezuela (collectively, ""CHNV parole programs"") who met certain categorical criteria could seek discretionary individual grants of parole into the United States for up to two years. Between October 2022 and January 2025, about 532,000 individuals received grants of parole under the CHNV parole programs. But when President Donald J. Trump took office on January 20, 2025, he signed ""Securing Our Borders,"" Exec. Order No. 14165, 90 Fed. Reg. 8467 (Jan. 20, 2025), directing the Secretary of DHS (""the Secretary"") to terminate all categorical parole programs that are contrary to the policies of the United States.",0.032787,18.132970,1,0.834932,1
0,OMB funding pause is unrelated,categorical parole programs CHNV,2,"OMB temporarily pauses agency grant, loan, and financial assistance programs","Reviews of applicable programs and payments will result in delays and/or rejections of payments.”). 11 While the Defendants claim that the Directive and the EOs required the agencies to pause funding and impose restriction on obligated funds consistent with the law, the undisputed evidence before the Court is that adding the “consistent with the law” caveat was nothing more than window dressing on an unconstitutional directive by the Executive. This is clear because when the Court clarified its TRO, when faced with evidence that the Defendants continued to freeze obligated funding, the money flowed once again. Case 1:25-cv-00039-JJM-PAS Document 161 Filed 03/06/25 Page 22 of 45 PageID #: 8026 23 issued. Id. As another court faced with a similar challenge to the OMB Directive underscored “it is unclear whether twenty-four hours is sufficient time for an agency to independently review a single grant, let alone hundreds of thousands of them.” Nat’l Council of Nonprofits v. Off. of Mgmt. & Budget, No. CV 25-239 (LLA), 2025 WL 368852, at *8 (D.D.C. Feb. 3, 2025). Overall, the OMB Directive amounted to a command, not a suggestion, that Agency Defendants shall execute a categorical, indefinite funding freeze to align funding decisions with the President’s priorities. Such a command, along with the Agency Defendants swift actions to execute the categorical funding freeze, marked the “consummation of each agency’s decisionmaking process to comply with the President’s executive order, the OBM [Directive], or both.” Drs.",0.031281,6.721046,2,0.675724,6
1,ACA case discusses categorical country designations but not CHNV parole,categorical parole programs CHNV,3,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,"They sought to vacate the Rule, its implementing guidance, and the government’s categorical designations that Guatemala, Honduras, and El Salvador have “full and fair” asylum systems within the meaning of the safe third country provision. Those Plaintiffs are now joined by four additional individual asylum seekers, and they amend their complaint to challenge the Rule and the government’s other unlawful actions to implement the current ACAs. 5. The Rule violates the safe third country provision of the asylum statute and other immigration statutes, is arbitrary and capricious, and was issued in violation of the procedural requirements of the Administrative Procedure Act (“APA”). DHS and DOJ guidance documents (“Guidance”) issued to implement both the Rule and the new agreements are likewise unlawful. And DHS and DOJ’s categorical designations that ACA countries have “full and fair” asylum systems (“Designations”) are contrary to law and arbitrary and capricious. JURISDICTION AND VENUE 6. This case arises under the APA, 5 U.S.C. § 701, et seq.; the Immigration and Nationality Act (“INA”), 8 U.S.C. § 1101, et seq., and its implementing regulations; and the Foreign Affairs Reform and Restructuring Act of 1998 (“FARRA”), Pub. L. No. 10-277, div. G, Title XXII, § 2242, 112 Stat. 2681, 2681-822 (1998) (codified as Note to 8 U.S.C. § 1231), and Case 1:20-cv-00116-EGS Document 157-1 Filed 09/08/25 Page 5 of 52 3 its implementing regulations. This Court has subject matter jurisdiction under 28 U.S.C.",0.030536,5.102091,6,0.676115,5
1,Discusses parole authority generally but not CHNV programs specifically,categorical parole programs CHNV,4,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","Section 1225 “does not mean” that every noncitizen “must be detained from the moment of apprehension until the completion of removal proceedings.”113 The INA provides DHS with latitude for processing noncitizens beyond returns or detention. DHS “may ... in [its] discretion” release a noncitizen placed in Section 1229a proceedings through “parole,” pursuant to 8 U.S.C. § 1182(d)(5) “for urgent humanitarian reasons or significant public benefit.”114 Pursuant to Section 1182(d)(5)’s parole authority, Congress has expressly granted DHS the broad authority to release applicants for admission from detention as an exercise of the Department’s parole power. That power has been exercised for as long as the federal government has been regulating immigration.115 Indeed, Congress enacted 8 U.S.C. § 1182(d)(5) as a “codification of the [prior] administrative practice.”116 And in the decades since, immigration agencies have continued to broadly exercise their parole power to release certain noncitizens from detention. Notably, the statute does not set any limit on the number of individuals DHS can decide to release on parole. Nor does it provide that the agency cannot rely on its limited resources and detention capacity to release noncitizens otherwise subject to detention under section 1225. Rather, Congress simply required that parole decisions be made on a case-by-case basis and that they be based on “urgent humanitarian reasons” or “significant public benefit.”117 As the statute does not define those ambiguous terms, Congress left it to the 112 Id.",0.030331,4.276837,8,0.684109,4
0,Criminal conviction precedent is unrelated,categorical parole programs CHNV,5,"AG Barr issues Matter of Thomas and Thompson, ruling on the immigration effect of modified criminal convictions","U.S. Att’y Gen., 513 F.3d 1336, 1339−42 (11th Cir. 2008); see also United States v. Yanes-Cruz, 634 F. App’x 247 (11th Cir. 2015) (finding that battery under section 16-5-23.1(a) of the Georgia Code Annotated is a 1 The respondent was also convicted of sexual battery in violation of section 16-6-22.1 of the Georgia Code Annotated on May 7, 1999. The DHS did not rely on that conviction as a basis for removability and does not argue that it is pertinent on appeal. Cite as 26 I&N Dec. 749 (BIA 2016) Interim Decision #3863 751 categorical crime of violence). The respondent does not challenge the Immigration Judge’s determination that he was convicted of a categorical crime of violence based on the elements necessary for such a conviction. Although the respondent does argue that the domestic nature of his offense was not categorically established, the categorical approach does not necessarily apply to all aspects of the determination whether a conviction is for a crime of domestic violence. The Supreme Court has found that there is a distinction between statutes that must be analyzed under the categorical approach and those that require a different approach because “words such as ‘crime,’ ‘felony,’ ‘offense’ and the like sometimes refer to a generic crime . . . and sometimes refer to the specific acts in which an offender engaged on a specific occasion.” Nijhawan v. Holder, 557 U.S. 29, 33−34 (2009) (citing Chambers v. United States, 555 U.S. 122, 125−26 (2009)). If the statutory language refers directly to a generic crime, then the categorical approach applies, but if the statute contains qualifying language that references the specific circumstances in which a crime was committed, then a circumstance-specific analysis must be applied.",0.029762,6.364415,3,0.657925,12
