label,label_reason,query,rank,rrf_score,title,agencies_affected,subject_matter,full_chunk_text
,,USCIS policy manual updates on adjustment of status,5,0.030077,"USCIS provides new edition of Form N-644, Application for Posthumous Citizenship","[""U.S. Citizenship and Immigration Services""]","[""Naturalization""]","12/1/2020 Forms Updates | USCIS https://www.uscis.gov/forms/forms-updates 1/3 Home > Forms > Forms Updates Forms Updates This page lists updates to forms as we publish them, along with a brief explanation of the nature of the update. For forms updates older than five years, see our Archive. Subscribe to get notifications of forms updates: Get Updates by Email Email Address Enter your email address e.g. name@email.com Submit Update to Form I-905, Application for Authorization to Issue Certification for Health Care Workers. New Edition Dated 11/10/20. November 30, 2020 Edition Date: 11/10/20. We will also accept the 10/30/11 and 02/11/14 editions. You can find the edition date at the bottom of the page on the form and instructions. Update to Form N-644, Application for Posthumous Citizenship. New Edition Dated 11/10/20. November 30, 2020 Edition Date: 11/10/20. We will also accept the 08/05/15 edition. You can find the edition date at the bottom of the page on the form and instructions. Search by content Search USCIS Response to Coronavirus 2019 (COVID-19) AILA Doc. No. 20011661. (Posted 12/1/20) 12/1/2020 Forms Updates | USCIS https://www.uscis.gov/forms/forms-updates 2/3 Update to Form I-865, Sponsor's Notice of Change of Address. New Edition Dated 11/10/20. November 30, 2020 Edition Date: 11/10/20. We will also accept the 07/17/15 edition. You can find the edition date at the bottom of the page on the form and instructions. Update to Form I-360, Petition for Amerasian, Widow(er), or Special Immigrant."
,,changes to STEM OPT extension rules,1,0.030310,"EOIR issues guidance on Pereira v. Sessions, announcing changes in NTA filings and case scheduling","[""Customs and Border Protection"", ""Immigration and Customs Enforcement"", ""U.S. Citizenship and Immigration Services"", ""Executive Office for Immigration Review""]","[""Unspecified/Other""]","(emphasis added). Both clues confirm what common sense suggests: IIRIRA requires the agency to give an alien time-and-place information in her NTA, and then let her know if that information changes. The agency cannot opt out of the timeand-place requirement and then cure any deficiencies by providing that information—for the first time—in a document reserved to communicate “the new time or place” of proceedings “in the case of any change or postponement.” Id. § 1229(a)(2)(A). Ordinary usage illustrates the meaning of the text in context.11 Any reasonable reader would understand paragraph 10 Paragraph (1) already requires “[t]he time.” 8 U.S.C. § 1229(a)(1)(G)(i). 11 The statutory history discussed in Section I.A solidifies our understanding. As outlined, the government could serve an “order to show cause” without time-and-place information before IIRIRA. See 43 Fed. Reg. at 36,239 (stating that time-and-place information “may be stated in the order [to show cause] or may be later specified” (emphasis added)); 8 U.S.C. § 1252b(a)(2)(A) (1994) (stating that time-and-place 20 (2)’s use of “change” to mean a change from something to a different something—not from nothing to something. Cf. In re Brewer, 863 F.3d 861, 876 (D.C. Cir. 2017) (“Ex nihilo nihil fit.”); William Shakespeare, King Lear, act 1, sc. 1 (Bernhard Tauchnitz 1868) (“Nothing will come of nothing.”). Examples abound. No reasonable diner would expect to get seating for two by calling a restaurant to “change” a reservation he never made."
,,changes to STEM OPT extension rules,2,0.030282,DHS terminates Temporary Protected Status for Honduras,"[""U.S. Citizenship and Immigration Services""]","[""TPS""]","1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 United States District Court Northern District of California UNITED STATES DISTRICT COURT NORTHERN DISTRICT OF CALIFORNIA NATIONAL TPS ALLIANCE, et al., Plaintiffs, v. KRISTI NOEM, et al., Defendants. Case No. 25-cv-05687-TLT ORDER GRANTING PLAINTIFFS’ MOTION TO POSTPONE Re: ECF 17 The freedom to live fearlessly, the opportunity of liberty, and the American dream. That is all Plaintiffs seek. Instead, they are told to atone for their race, leave because of their names, and purify their blood. The Court disagrees. Pending before the Court is Plaintiffs’ motion to postpone effective date of agency action. ECF 17. Defendants filed an opposition on July 14, 2025. ECF 45. Plaintiffs filed a reply on July 18, 2025. ECF 53. The Court heard oral argument on July 29, 2025. Having considered the parties’ briefs, the relevant legal authority, oral argument, and for the reasons below, the Court GRANTS the motion to postpone. The Court orders that the TPS terminations shall be postponed to preserve the status quo and until a hearing on the merits on November 18, 2025. Postponement will be subject to extension at the November 18, 2025 hearing. I. BACKGROUND A. Plaintiffs and Nepal, Honduras, and Nicaragua TPS Holders The parties concede that each of the individually named Plaintiffs have not suffered any felony or misdemeanor convictions. None have violated the law, and each have maintained their obligations parenting, working, and abiding by the rules imposed on them as TPS holders."
,,changes to STEM OPT extension rules,3,0.029828,HHS issues notice excluding undocumented immigrants from additional federal benefits,"[""Unspecified/Other""]","[""Unspecified/Other""]","169. With effectively no notice, Defendants have upset this balance, imposing onerous new immigration status verification requirements that will bring States’ social safety nets to the brink of disaster and with which the Plaintiff States could not possibly have complied before they took effect. These Notices threaten the States’ programs with immediate enforcement and thus interfere with their ability to advance their sovereign prerogatives with respect to public health and community safety. Case 1:25-cv-00345 Document 1 Filed 07/21/25 Page 35 of 50 PageID #: 35 36 CAUSES OF ACTION Count I Violation of the Administrative Procedure Act – Procedural Violation (Against All Defendants Except U.S. Department of Justice and Attorney General Bondi) 170. Plaintiff States incorporate by reference the allegations contained in the preceding paragraphs. 171. HHS, ED, and DOL are “agenc[ies]” under the Administrative Procedure Act (APA). 5 U.S.C. § 551(1). 172. The APA requires agency rules to undergo notice and comment. Id. § 553. Failure to abide by notice-and-comment requirements renders a rule procedurally invalid. 173. The notice-and-comment requirement “does not apply” to “interpretative rules, general statements of policy, or rules of agency organization, procedure, or practice.” Id. § 553(b)(A). 174. But this exception does not apply here because HHS’s, ED’s, and DOL’s PRWORA Notices are substantive rules or “legislative” rules, not interpretive ones. 175. “[T]he critical feature of interpretive rules is that they are issued by an agency to advise the public of the agency’s construction of the statutes and rules which it administers."
,,changes to STEM OPT extension rules,4,0.028790,USCIS issues final rule on public charge inadmissibility grounds,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other""]","51114 Federal Register / Vol. 83, No. 196 / Wednesday, October 10, 2018 / Proposed Rules DEPARTMENT OF HOMELAND SECURITY 8 CFR Parts 103, 212, 213, 214, 245 and 248 [CIS No. 2499–10; DHS Docket No. USCIS– 2010–0012] RIN 1615–AA22 Inadmissibility on Public Charge Grounds AGENCY: U.S. Citizenship and Immigration Services, DHS. ACTION: Notice of proposed rulemaking. SUMMARY: The U.S. Department of Homeland Security (DHS) proposes to prescribe how it determines whether an alien is inadmissible to the United States under section 212(a)(4) of the Immigration and Nationality Act (INA) because he or she is likely at any time to become a public charge. Aliens who seek adjustment of status or a visa, or who are applicants for admission, must establish that they are not likely at any time to become a public charge, unless Congress has expressly exempted them from this ground of inadmissibility or has otherwise permitted them to seek a waiver of inadmissibility. Moreover, DHS proposes to require all aliens seeking an extension of stay or change of status to demonstrate that they have not received, are not currently receiving, nor are likely to receive, public benefits as defined in the proposed rule. DHS proposes to define ‘‘public charge’’ as the term is used in sections 212(a)(4) of the Act. DHS also proposes to define the types of public benefits that are considered in public charge inadmissibility determinations. DHS would consider an alien’s receipt of public benefits when such receipt is above the applicable threshold(s) proposed by DHS, either in terms of dollar value or duration of receipt."
,,changes to STEM OPT extension rules,5,0.028739,"DOJ requests comments on Form EOIR-27, Notice of Entry of Appearance before BIA","[""Executive Office for Immigration Review""]","[""Unspecified/Other"", ""Unspecified/Other""]","DOJ requests comments regarding the revision and extension of a currently approved information collection from Form EOIR-27, Notice of Entry of Appearance as Attorney or Representative Before the Board of Immigration Appeals. Among the proposed changes include several non-substantive changes. EOIR has also added language clarifying that the practitioner, by entering his or her appearance before EOIR, acknowledges that the practitioner will be subject to the disciplinary rules and procedures at 8 C.F.R. 1003.101 et seq. Additional language was added to the form to clarify that by entering an appearance before EOIR pursuant to the filing of a Form EOIR-27, the practitioner consents to the publication of the practitioner’s name and any findings of misconduct by EOIR, should the practitioner become subject to any public discipline by EOIR pursuant to the rules and procedures at 8 C.F.R. 1003.101 et seq. [ID #855]"
,,policy changes affecting marriage based green card interviews,1,0.031514,Asylum seekers given less time to prepare for credible fear interviews,"[""U.S. Citizenship and Immigration Services""]","[""Asylum, Withholding and CAT""]","17-2 at 12 (Johnson Decl., Ex. 1 at D-1). That same day, acting Secretary McAleenan also revised USCIS’s order of succession, designating the newly created position of Principal Deputy Director as “the First Assistant and most senior successor to the Director of USCIS.” Dkt. 17-4 at 7 (Blackwell Decl., Ex. 2). These two changes—both of which occurred after the vacancy arose—allowed Cuccinelli to leapfrog Koumans to become USCIS’s acting Director. But neither of these changes was designed to endure. Acting Secretary McAleenan specified that Cuccinelli’s appointment as Principal Deputy Director “will remain in effect until the earlier to occur of (1) the appointment of a Director of USCIS by the President of the United States, or (2) the express revocation of this appointment.” Id. at 5 (Blackwell Decl., Ex. 1). And acting Secretary McAleenan specified that the revised order of succession, which re-designated the Principal Deputy Director position as the “first assistant” to the Director, “will terminate automatically, without further action, upon the appointment of a new Director of USCIS by the President.” Id. at 7 (Blackwell Decl., Ex.2). In other words, as soon as the vacant office is filled, the status quo will be restored. On July 2, 2019, three weeks after assuming his new office, Cuccinelli issued a memorandum announcing a revised policy for scheduling credible-fear interviews in expedited removal proceedings. AR 113. Under the revised policy, USCIS (1) reduced the time allotted for asylum seekers to consult with others prior to their credible-fear interviews from 72 or 48 hours to “one full calendar day from the date of arrival at a detention facility,” AR 113 (“reduced-time-to-consult directive”), and (2) prohibited asylum officers from granting asylum Case 1:19-cv-02676-RDM Document 34 Filed 03/01/20 Page 3 of 55"
,,policy changes affecting marriage based green card interviews,2,0.031099,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","Moreover, the Secretary has his own independent and significant concerns about the prior implementation of MPP, including concerns about the safety and security of those returned to Mexico, deficiencies in the non-refoulement interview process, barriers to access to counsel, and the ways in which reimplementation of MPP would divert from other Administration goals and result in significant burdens for the Department that would limit DHS’s opportunities to make other needed reforms consistent with this Administration’s policy priorities. In light of these concerns, the Secretary has decided not to resume MPP in precisely the same form as it previously existed, even if were a viable option. As an alternative, the Secretary considered a modified implementation and enforcement plan, in the manner that the Administration is planning to start doing in the coming weeks— pending an independent decision by the GOM to facilitate returns—in order to comply with the district court’s order. As the Department moves to reimplement, it is making changes to account for GOM’s concerns—changes which are designed to better protect individuals returned to Mexico and ensure, among other things, timely and accurate notice about court hearings. In addition, the Department is evaluating what changes could be made to address the issues raised in the Red Team Report, to include changes announced by the December 2020 supplementary guidance to better ensure family unity, access to counsel during non-refoulement interviews, and assessment of vulnerability."
,,policy changes affecting marriage based green card interviews,3,0.030331,"USCIS proposes changes to Form G-325A, Biographic Information (for Deferred Action)","[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other""]","F. Please select the request type: Initial Request Subsequent Request Please select the filing type for your deferred action request: G. H. Government Referral (Other than a Labor Agency) 3. Supporting Statement Place of Birth Country 29.b. Place of Marriage Part 3. Employment Authorization No Yes I am requesting an Employment Authorization Document (EAD) upon being granted deferred action: 1. Page 3 of 6 Form G-325A Edition 10/24/24 Part 3. Employment Authorization (continued) If “Yes,” please provide the following information regarding your economic necessity for employment (this information is not required if you are requesting the SIJ DA filing type): 2.a. My current annual income is: 2.b. My current annual expenses are: The total current value of my assets is: 2.c. If you would like to provide an explanation regarding your current financial information or your economic need for employment authorization, please use this space below. If you need extra space to complete this section, use the space provided in Part 8. Additional Information. 2.d. Part 4. Social Security Card If you select “Yes” on Part 3. Employment Authorization, Item Number 1., please complete the following questions to receive a Social Security card through this process. If the below questions and questions in Part 1. are not completed, you will not receive a Social Security card through this process. No (Go to Part 5.) Yes (Complete Item Numbers 2. - 3.) Do you want the Social Security Administration (SSA) to issue you an original or replacement Social Security card?"
,,policy changes affecting marriage based green card interviews,4,0.030282,Reports that President will attempt to void birthright citizenship for children of undocumented parents via Executive Order,"[""Unspecified/Other""]","[""Unspecified/Other""]","Examples include: Permanent Resident Card/Green Card Foreign passport with the original I-551 visa entry stamp Your parents' marriage certiﬁcate (if your parents were married when you legally entered the U.S. and before your 18th birthday) Documentation of legal custody (if your parents were not married when you legally entered the U.S.) Evidence of your legitimation (if your parents were not married at the time of your birth). Examples include: Your parents' marriage certiﬁcate dated after your birth Certiﬁed court order of legitimation Please see U.S. Citizenship Laws & Policy for more information. U.S. Citizenship through Adoption U.S. Citizenship through Adoption If you were born outside the United States and acquired citizenship through adoption by a U.S. citizen parent while under the age of 16, please submit the following: Citizenship evidence of your U.S. citizen parent Your full and ﬁnal adoption decree Evidence of lawful entry for permanent residence (Examples: Child’s foreign passport containing an ADIT stamp or Form I-94! with the ADIT stamp and picture) Please see Child Citizenship Act of 2000 for more information. Request a File Search Request a File Search You may request a File Search instead of submitting evidence of U.S. Citizenship if: You have been issued a U.S. passport or Consular Report of Birth Abroad in the past and You can't submit it with your application The File Search fee is $150 and charged in addition to the normal application fees, payable to the Department of State."
,,policy changes affecting marriage based green card interviews,5,0.028950,DHS terminates Temporary Protected Status for Honduras,"[""U.S. Citizenship and Immigration Services""]","[""TPS""]","government officials. Some also live in fear of leaving the house, speaking their native language, or disclosing their nationality due to the racist targeting of non-white migrants. Harm to Plaintiffs 138. Plaintiff National TPS Alliance has over 1,000 Honduran, Nepali, and Nicaraguan TPS holder members. These members are anxious and desperate. If the United States will not allow them to stay, they do not know where they will go or what they will do. Among them: a) R.A. is 26 years old and a native of Nepal. She currently works as a labor and delivery nurse at a hospital in Austin, Texas. She specializes in caring for patients with high-risk pregnancies, and her employer has filed paperwork to sponsor her for a green card based on her specialized training and skills. However, R.A. must maintain lawful status and work authorization while her application is pending in order to be approved for her green card. As TPS is her only form of work authorization and immigration status, she is at risk of losing both her current status as well as the opportunity to obtain her green card. R.A. has lived in the United States since she was 16 years old, graduating from high school, community college, and nursing school. At the height of the COVID pandemic, prior to the availability of any vaccines, she was a front-line worker at a hospital, screening patients for possible COVID infections and escorting them to quarantine units. R.A.’s mother also resides in the United States and is a TPS holder."
,,changes to I-601 waiver adjudication standards,1,0.032522,USCIS updates policy on applying discretion in adjudications,[],[],"If the oﬀicer finds that the requestor does not meet the eligibility requirements but may be eligible for a waiver, exemption, or other form of relief, the oﬀicer should determine whether the requestor qualifies for a waiver, exemption, or other form of relief. Not all applications are concurrently filed, and in some instances, applicants must file a separate waiver application or application for relief and have that application approved before the applicant qualifies for the benefit. If the oﬀicer finds that the requestor meets the eligibility requirements because of an approved waiver, exemption, or other form of relief, the oﬀicer must then determine whether the request should be granted as a matter of discretion. If the oﬀicer finds that the requestor does not meet all applicable eligibility requirements, the oﬀicer can still include a discretionary analysis in the denial. The discretionary determination is the final step in the adjudication of a benefit request. Adding a discretionary analysis to a denial is useful if an appellate body on review disagrees with the oﬀicer’s conclusion that the requestor failed to meet the threshold eligibility requirements. In such a situation, the discretionary denial may still stand. 1. Basic Adjudication Steps Oﬀicers should generally follow a three-step process when adjudicating a benefit request involving a discretionary analysis. Basic Adjudication Steps Involving Discretion Step One Fact finding Step Two Determine whether requestor meets the threshold eligibility requirements Step Three Conduct discretionary analysis Fact Finding Fact finding refers to the process of gathering and assessing evidence."
,,changes to I-601 waiver adjudication standards,2,0.031498,"AG Bondi issues Matter of S-S-F-M-, restricting asylum claims based on domestic violence","[""Immigration and Customs Enforcement"", ""U.S. Citizenship and Immigration Services"", ""Attorney General"", ""Executive Office for Immigration Review""]","[""Asylum, Withholding and CAT"", ""Unspecified/Other""]","Having considered the case following remand from the Fifth Circuit, I conclude A-B- III was incorrect. I hereby reinstitute the legal standards articulated in A-B- I and A-B- II, and overrule A-B- III (and, by extension, Matter of A-R-C-G- and any decision issued in reliance thereupon). Furthermore, I remand this matter to the Board for adjudication in light of the standards articulated in A-B- I and A-B- II. In my view, A-B- I’s analysis and articulation of the standards for deciding asylum applications reflect the “best reading” of the statutory text “applying all relevant interpretive tools.” Loper Bright Enters. v. Raimondo, 603 U.S. 369, 400 (2024). A-B- III never stated otherwise. Instead, A-B- III abandoned the rules established in A-B- I and A-B- II in deference to an anticipated executive rulemaking that never occurred. But the reasons A-B- III gave for doing so are unpersuasive. First, A-B- III noted that A-B- I contains “broad language” that “could be read to create a strong presumption against asylum claims based on private conduct.” 28 I&N Dec. at 309. But A-B- I used that language for good reason: It has long been well-established that “[p]ersecution is something a government does,” Hor v. Gonzales, 400 F.3d 482, 485 (7th Cir. 2005), and Cite as 29 I&N Dec. 207 (A.G. 2025) Interim Decision #4123 page 209 so must be “inflicted either by the government of a country or by persons or an organization that the government was unable or unwilling to control.” Matter of Acosta, 19 I&N Dec."
,,changes to I-601 waiver adjudication standards,3,0.031319,"POTUS issues Presidential Proclamation, removing Chad from Travel Ban","[""Bureau of Consular Affairs""]","[""Visitor"", ""Unspecified/Other""]","(ii) The guidance issued by the Secretary of State and the Secretary of Homeland Security under this subsection shall address the standards, policies, and procedures for: (A) determining whether the entry of a foreign national would not pose a threat to the national security or public safety of the United States; (B) determining whether the entry of a foreign national would be in the national interest; (C) addressing and managing the risks of making such a determination in light of the inadequacies in information sharing, identity management, and other potential dangers posed by the nationals of individual countries subject to the restrictions and limitations imposed by this proclamation; (D) assessing whether the United States has access, at the time of the waiver determination, to suwicient information about the foreign national to determine whether entry would satisfy the requirements of subsection (i) of this subsection; and 11/7/2018 Presidential Proclamation Enhancing Vetting Capabilities and Processes for Detecting Attempted Entry Into the United States by Terrorists or Other Pub… https://www.whitehouse.gov/presidential-actions/presidential-proclamation-enhancing-vetting-capabilities-processes-detecting-attempted-entry-united-states-terrori… 14/20 (E) determining the special circumstances that would justify granting a waiver under subsection (iv)(E) of this subsection. (iii) Unless otherwise specified by the Secretary of Homeland Security, any waiver issued by a consular owicer as part of the visa adjudication process will be ewective both for the issuance of a visa and for any subsequent entry on that visa, but will leave unchanged all other requirements for admission or entry."
,,changes to I-601 waiver adjudication standards,4,0.030018,USCIS issues final rule on public charge inadmissibility grounds,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other""]","articulate the precise manner in which that evidence supports his or her claim.’” Carr v. Air Line Pilots Ass’n, Int’l, 866 F.3d 597, 601 (5th Cir. 2017) (per curiam) (quoting Ragas v. Tenn. Gas Pipeline Co., 136 F.3d 455, 458 (5th Cir. 1998)), as revised (July 14, 2017). If evidence is merely colorable or not significantly probative, summary judgment is appropriate. Parrish v. Premier Directional Drilling, L.P., 917 F.3d 369, 378 (5th Cir. 2019) (citing Anderson, 477 U.S. at 249–50, 106 S.Ct. at 2511). In reviewing a motion for summary judgment, the district court views the evidence in the light most favorable to the nonmovant. Carr, 866 F.3d at 601. This means that courts must resolve factual controversies in the nonmovant’s favor, “but only when . . . both parties have submitted evidence of contradictory facts.” Little, 37 F.3d at 1075. Case 6:23-cv-00001 Document 70 Filed on 09/30/24 in TXSD Page 7 of 15 8 III. DISCUSSION The Parties offer several arguments pertaining both to Texas’s standing as well as the merits of its case. The Court need not reach the merits because Texas has failed to establish standing. The standing doctrine has been distilled down to three parts. A plaintiff must demonstrate (1) that he has suffered an “injury in fact” that is “‘concrete and particularized’” as well as “‘actual or imminent,’” (2) that the injury is fairly traceable to the challenged conduct of the defendant, and (3) the injury is likely to be redressed by a favorable judicial decision."
,,changes to I-601 waiver adjudication standards,5,0.029857,ORR requires Director-level authorization of custodial releases of certain unaccompanied children,"[""Office of Refugee Resettlement""]","[""Detention"", ""Interior"", ""Minors""]","1/17/16 - Summary of changes: - All individuals undergoing a public records check will also undergo a sex offender registry check. - All non-sponsor adult household members and adult care givers identified in a sponsor care plan will undergo a public records check and a sex offender registry check. - A revised Family Reunification Application will collect the date of birth of household members and contact and biographic information of adult care givers identified in the sponsor care plan. This information is needed to perform the public records check and sex offender registry check. 3/31/16 - Clarified home study policies. 4/11/16 — Clarification that table represents minimum standards. 6/7/18 - Updates with changes to background checks by DHS and fingerprint and background check requirements 12/18/18 - Revised criteria and table to reflect changes to fingerprint submission requirements for some household members. 6/18/19 - Added a brief description of the transmission process for background checks, including identification of Federal and state agencies involved in the process. Removed requirement of DHS immigration status checks and criminal history checks. Revised/added fingerprint check criteria for category 1, 2A, and 2B sponsors. Revised CA/N check criteria for category 3 sponsors. 2.5.2 Results of Background Checks on Release Decisions 1/27/15 6/7/18 - Added information sharing policy to results of background checks 6/18/19 - Revised information sharing policy for results of background checks."
,,CBP inspection and admissibility policy changes,1,0.031498,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","The Red Team Report emphasized the need for standard operating procedures to ensure consistency and address problems such as the use of a “pre-screening process” by CBP personnel at some locations that “preempt[ed] or prevent[ed]” USCIS from ever having cases referred for a determination.65 The report additionally noted that some CBP officials “pressure[d] USCIS to arrive at negative outcomes when interviewing migrants on their claim of fear of persecution or torture.”66 Moreover, throughout the use of MPP, more than 2,500 individuals raised fear claims at multiple points in this process, leading to multiple screenings for those individuals during the pendency of their cases.67 These kinds of unproductive, redundant screenings are a drain on resources that may be more likely to occur in MPP as individuals are returned to Mexico multiple times over the pendency of a single removal proceeding, often to unsafe conditions. For all these reasons, the Secretary has concluded that continuation of MPP in its prior form is not advisable. These concerns likely could be addressed by policy changes that require the affirmative asking, the use of a more appropriate screening standard that protects those who face a reasonable or significant possibility of persecution or torture upon return to Mexico, the opportunity for individuals to consult with counsel prior to screenings, and better training and oversight. But making these changes would likely lengthen the screenings and require DHS to devote additional asylum officers and detention space to these screenings, both of which are in short supply, especially as a result of challenges related to the COVID-19 pandemic."
,,CBP inspection and admissibility policy changes,2,0.031281,DHS deports DACA recipient returning with advance parole,"[""Customs and Border Protection"", ""Unspecified/Other""]","[""Border"", ""DACA""]","33. Upon returning to the United States, Mr. Cortez Martinez appeared for inspection at the port of entry at the airport in Dallas Fort Worth and tendered his documents to officers. He was then placed in secondary inspection and questioned. Mr. Cortez Martinez cooperated and truthfully answered all the officer’s questions. 34. At the conclusion of the interview, a CBP officer denied Mr. Cortez Martinez entry indicating that he was “inadmissible to the United States pursuant to section 212(a)(7)(A)(i)(I) of the INA as an immigrant without an immigrant visa based on the Case 3:25-cv-00801-X Document 1 Filed 04/02/25 Page 10 of 19 PageID 10 11 fact that [he had been] ordered removed in absentia on June 11, 20242.” They further determined that Mr. Cortez Martinez’s advance parole document “was issued in error,” and therefore he was subject to an expedited removal order for failing to be in possession of a valid entry document. 35. The sole basis for denying Mr. Cortez-Martinez entry into the US was based on CBP’s incorrect determination that the existence of a removal order in and of itself abated the ability of USCIS to issue a valid advance parole document. 36. Plaintiff was afforded no hearing, and no opportunity to contest CBP’s improper finding that his advance parole document was valid for entry. 37. Plaintiff’s lawfully obtained advance parole document, which was valid on it’s face, was then confiscated from Plaintiff by Defendants. No receipts were provided to Plaintiff to show that his property-one which he applied for, paid for and obtained from USCISwas being confiscated and kept by CBP officers."
,,CBP inspection and admissibility policy changes,3,0.030886,USCIS issues final rule on public charge inadmissibility grounds,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other""]","Additional information about the public charge ground of inadmissibility also remains available on the USCIS Public Charge Resources webpage. This guidance, contained in Volume 8 of the Policy Manual, is controlling and supersedes any related prior guidance on the topic. Policy Highlights • Incorporates information from the related appendices addressing applicability of the public charge ground of inadmissibility to help applicants for adjustment of status more easily identify the immigration categories to which the public charge ground of inadmissibility applies. Summary of Changes Affected Section: Volume 8 > Part G > Chapter 3 > Section B, Applicants for Adjustment of Status 1 The related appendices remain unchanged. To provide feedback on this update, email USCIS at policyfeedback@uscis.dhs.gov. PA-2023-20: Incorporating Guidance on Applicability of the Public Charge Ground of Inadmissibility Page: 2 • Revises section in its entirety, to include the addition of various tables listing the categories of adjustment of status applicants subject to the public charge ground of inadmissibility. USCIS may also make other minor technical, stylistic, and conforming changes consistent with this update. Citation Volume 8: Admissibility, Part G, Public Charge Ground of Inadmissibility, Chapter 3, Applicability [8 USCIS-PM G.3]."
,,CBP inspection and admissibility policy changes,4,0.030366,ORR requires Director-level authorization of custodial releases of certain unaccompanied children,"[""Office of Refugee Resettlement""]","[""Detention"", ""Interior"", ""Minors""]","1/17/16 - Summary of changes: - All individuals undergoing a public records check will also undergo a sex offender registry check. - All non-sponsor adult household members and adult care givers identified in a sponsor care plan will undergo a public records check and a sex offender registry check. - A revised Family Reunification Application will collect the date of birth of household members and contact and biographic information of adult care givers identified in the sponsor care plan. This information is needed to perform the public records check and sex offender registry check. 3/31/16 - Clarified home study policies. 4/11/16 — Clarification that table represents minimum standards. 6/7/18 - Updates with changes to background checks by DHS and fingerprint and background check requirements 12/18/18 - Revised criteria and table to reflect changes to fingerprint submission requirements for some household members. 6/18/19 - Added a brief description of the transmission process for background checks, including identification of Federal and state agencies involved in the process. Removed requirement of DHS immigration status checks and criminal history checks. Revised/added fingerprint check criteria for category 1, 2A, and 2B sponsors. Revised CA/N check criteria for category 3 sponsors. 2.5.2 Results of Background Checks on Release Decisions 1/27/15 6/7/18 - Added information sharing policy to results of background checks 6/18/19 - Revised information sharing policy for results of background checks."
,,CBP inspection and admissibility policy changes,5,0.030310,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","80. Per its data, CBP encountered at the southern border more than 600,000 nationals from Cuba, Haiti, Nicaragua, and Venezuela combined in fiscal year 2022—comprising more than forty percent of all migrants CBP encountered at the border that year. 81. The marked increase in the number of nationals of these four countries arriving at the southern border put considerable strain on CBP operations, causing it to divert resources and to provide sub-standard care to those migrants. 82. As with the Ukrainians coming to the southern border discussed above, many (if not most) of the Cubans, Haitians, Nicaraguans, and Venezuelans who came to the border during this period were paroled into the United States. 83. In October 2022, the Biden Administration created a parole process for Venezuelans. DHS, Implementation of a Parole Process for Venezuelans, 87 Fed. Reg. 63507 (Oct. 19, 2022). Approximately two months later, and in light of the success of the Venezuelan parole process, the Biden Administration expanded the parole process for Venezuelans, DHS, Implementation of Changes to the Parole Process for Venezuelans, 88 Fed. Reg. 1279 (Jan. 9, 2023); and created similar parole processes for nationals of Cuba, Haiti, and Nicaragua, DHS, Implementation of a Parole Process for Cubans, 88 Fed. Reg. 1266 (Jan. 9, 2023); DHS, Implementation of a Parole Process for Haitians, 88 Fed. Reg. 1243 (Jan. 9, 2023); DHS, Implementation of a Parole Process for Nicaraguans, 88 Fed. Reg. 1255 (Jan. 9, 2023)."
