query,rank,score,relevance,reason,title,administration,agencies_affected,subject_matter,snippet
categorical parole programs CHNV,3,0.030536,1,ACA case discusses categorical country designations but not CHNV parole,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,,"[""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review"", ""Unspecified/Other""]","[""Unspecified/Other"", ""Asylum, Withholding and CAT"", ""Unspecified/Other""]","They sought to vacate the Rule, its implementing guidance, and the government’s categorical designations that Guatemala, Honduras, and El Salvador have “full and fair” asylum systems within the meaning of the safe third country provision. Those Plaintiffs are now joined by four additional individual asylum seekers, and they amend their complaint to challenge the Rule and the government’s other unlawful actions to implement the current ACAs. 5. The Rule violates the safe third country provision of the asylum statute and other immigration statutes, is arbitrary and capricious, and was issued in violation of the procedural requirements of the Administrative Procedure Act (“APA”). DHS and DOJ guidance documents (“Guidance”) issued to implement both the Rule and the new agreements are likewise unlawful. And DHS and DOJ’s categorical designations that ACA countries have “full and fair” asylum systems (“Designations”) are contrary to law and arbitrary and capricious. JURISDICTION AND VENUE 6…"
categorical parole programs CHNV,4,0.030331,1,Discusses parole authority generally but not CHNV programs specifically,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","Section 1225 “does not mean” that every noncitizen “must be detained from the moment of apprehension until the completion of removal proceedings.”113 The INA provides DHS with latitude for processing noncitizens beyond returns or detention. DHS “may ... in [its] discretion” release a noncitizen placed in Section 1229a proceedings through “parole,” pursuant to 8 U.S.C. § 1182(d)(5) “for urgent humanitarian reasons or significant public benefit.”114 Pursuant to Section 1182(d)(5)’s parole authority, Congress has expressly granted DHS the broad authority to release applicants for admission from detention as an exercise of the Department’s parole power. That power has been exercised for as long as the federal government has been regulating immigration.115 Indeed, Congress enacted 8 U.S.C. § 1182(d)(5) as a “codification of the [prior] administrative practice.”116 And in the decades since, immigration agencies have continued to broadly exercise their parole power to release certain nonciti…"
categorical parole programs CHNV,5,0.029762,0,Criminal conviction precedent is unrelated,"AG Barr issues Matter of Thomas and Thompson, ruling on the immigration effect of modified criminal convictions",,"[""Attorney General"", ""Executive Office for Immigration Review""]","[""Unspecified/Other""]","U.S. Att’y Gen., 513 F.3d 1336, 1339−42 (11th Cir. 2008); see also United States v. Yanes-Cruz, 634 F. App’x 247 (11th Cir. 2015) (finding that battery under section 16-5-23.1(a) of the Georgia Code Annotated is a 1 The respondent was also convicted of sexual battery in violation of section 16-6-22.1 of the Georgia Code Annotated on May 7, 1999. The DHS did not rely on that conviction as a basis for removability and does not argue that it is pertinent on appeal. Cite as 26 I&N Dec. 749 (BIA 2016) Interim Decision #3863 751 categorical crime of violence). The respondent does not challenge the Immigration Judge’s determination that he was convicted of a categorical crime of violence based on the elements necessary for such a conviction. Although the respondent does argue that the domestic nature of his offense was not categorically established, the categorical approach does not necessarily apply to all aspects of the determination whether a conviction is for a crime of domestic violence…"
EOIR classified information guidance,1,0.032787,3,Exact match on EOIR classified information guidance,EOIR Acting Deputy Director issues guidance on the handling of classified information in EOIR proceedings,,"[""Executive Office for Immigration Review""]","[""Unspecified/Other""]","The BIA personnel requiring the security clearance must not submit a request for the security clearance on their own behalf. EOIR/OS will notify the individual requiring the clearance if/when the clearance (Top Secret, Secret, or Confidential) has been granted. 4. EOIR/OS will provide each BIA personnel member who is granted a security clearance with (a) a set of guidance/training materials concerning the proper handling and protection of classified information in accordance with these procedures, and (b) a security briefing regarding such procedures. The recipient of the security clearance must receive this briefing from EOIR/OS prior to accessing classified information and 9 on an annual basis thereafter. The briefing may be conducted by EOIR/OS personnel. Contact EOIR/OS if additional copies of any information in the security clearance packet are needed. B. Responsibilities to Ensure the Safeguarding of Classified Information 1. Disclosure to BIA Personnel a. All BIA personnel are …"
EOIR classified information guidance,2,0.031258,1,EOIR guidance document but on continuances not classified information,EOIR Director issues guidance to restrict continuances,,"[""Executive Office for Immigration Review""]","[""Unspecified/Other""]",EOIR Director issues guidance to restrict continuances
EOIR classified information guidance,3,0.031054,1,EOIR form and confidentiality material is only loosely related,"DOJ requests comments on Form EOIR-27, Notice of Entry of Appearance before BIA",,"[""Executive Office for Immigration Review""]","[""Unspecified/Other"", ""Unspecified/Other""]","Attorneys and Accredited Representatives (with full accreditation) must first update their address in eRegistry before filing a Form EOIR-27 that reflects a new address. FREEDOM OF INFORMATION ACT - This form may not be used to request records under the Freedom of Information Act or the Privacy Act. The manner of requesting such records is in 28 C.F.R. §§ 16.1-16.11 and appendices. For further information about requesting records from EOIR under the Freedom of Information Act, see How to File a Freedom of Information Act (FOIA) Request With the Executive Office for Immigration Review, available on EOIRs website at http://www.justice.gov/eoir. PRIVACY ACT NOTICE - The information requested on this form is authorized by 8 U.S.C. § 1362 and 8 C.F.R. § 1003.3 in order to enter an appearance to represent a party before the Board of Immigration Appeals. The information you provide is mandatory and required to enter an appearance. Failure to provide the requested information will result in a…"
EOIR classified information guidance,4,0.031025,1,EOIR guidance document but about NTA filings not classified information,"EOIR issues guidance on Pereira v. Sessions, announcing changes in NTA filings and case scheduling",,"[""Customs and Border Protection"", ""Immigration and Customs Enforcement"", ""U.S. Citizenship and Immigration Services"", ""Executive Office for Immigration Review""]","[""Unspecified/Other""]","EOIR issues guidance on Pereira v. Sessions, announcing changes in NTA filings and case scheduling"
EOIR classified information guidance,5,0.02967,0,Naturalization oath ceremony guidance is unrelated,EOIR Acting Deputy Director rescinds prior guidance on naturalization oath ceremonies,,"[""Executive Office for Immigration Review""]","[""Naturalization"", ""Unspecified/Other""]",EOIR Acting Deputy Director rescinds prior guidance on naturalization oath ceremonies
director-level authorization custodial releases unaccompanied minors,1,0.032787,3,Exact match on director-level authorization for release of certain unaccompanied children,ORR requires Director-level authorization of custodial releases of certain unaccompanied children,,"[""Office of Refugee Resettlement""]","[""Detention"", ""Interior"", ""Minors""]",ORR requires Director-level authorization of custodial releases of certain unaccompanied children
director-level authorization custodial releases unaccompanied minors,2,0.032258,2,Strongly relevant because it concerns protections and processing for unaccompanied minors,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","TVPRA was quite clearly to give unaccompanied 4 Case 2:21-cv-00395-FMO-RAO Document 319 Filed 09/29/25 Page 4 of 6 Page ID #:12749 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 minors more protection, not less.”). At a minimum, the government shall adopt safeguards to ensure that MPP-unaccompanied children: (1) have access to counsel to the greatest extent practicable; (2) have a meaningful opportunity to apply for affirmative asylum with USCIS on an extended timeline, given their exemption from the one-year deadline; (3) have their asylum claims processed in the first instance by USCIS; and (4) can seek voluntary departure. See 8 U.S.C. § 1158(a)(2)(E), (b)(3)(C); 8 U.S.C. § 1232(a)(5)(D)(i)-(iii). The government shall take concrete measures and actions to ensure that MPP-unaccompanied children have a meaningful opportunity to access TVPRA protections before the government seeks to remove them. This could include, for example, not rushing to remove MPP-un…"
director-level authorization custodial releases unaccompanied minors,3,0.031498,2,Strongly relevant broader ORR framework on placement care and release of unaccompanied children,ORR proposes revisions to forms for services provided to unaccompanied children,,"[""Office of Refugee Resettlement""]","[""Minors""]","279 – Transfers responsibilities for the care and placement of unaccompanied alien children from the Commissioner of the former Immigration and Naturalization Service (INS) to the Director of ORR. William Wilberforce Trafficking Victims Protection Reauthorization Act of 2008 (TVPRA), 8 U.S.C. 1232 – Creates, consistent with the HSA, additional requirements for the placement, care, and release of unaccompanied alien children in federal custody. The TVPRA also directs ORR to create policies to ensure unaccompanied alien children are protected from traffickers and others seeking to victimize them or otherwise engage them in criminal, harmful, or exploitative activity. Unaccompanied Children Program Foundational Rule, 45 C.F.R. Part 410 – Establishes a uniform set of standards and procedures concerning the placement (Part 410.1100 – 1109), care (Part 410.1000 – 11004), and services (Part 410.1300 – 1311) provided to unaccompanied alien children in ORR care that is consistent with ORR’s st…"
director-level authorization custodial releases unaccompanied minors,4,0.030777,1,About unaccompanied refugee children and director authority but not the queried ORR release rule,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,,"[""Unspecified/Other""]","[""Refugees"", ""Unspecified/Other""]","3 25-1313 (d)(2)(B) requires that the program’s Director take legal and financial responsibility for unaccompanied refugee children only if such responsibility is “necessary.” The section also authorizes the Director “to make necessary decisions to provide for the child’s immediate care.” Even while using the word “shall,” the subsection drips with deference to the executive branch and invokes no firm mandate. It also is not clear from the record if there are any unaccompanied refugee children at issue here. Similarly, subsection (e)(7)(A) states the “Secretary shall develop and implement” projects for cash and medical support for refugees “as needed.” The metes and bounds of the programs are up to executive discretion—hardly a congressional mandate. In my view, Section 1522 authorizes the executive branch to craft programs under its discretion so long as appropriations flow. It does not require that those programs operate. As the law does not demand the executive branch provide these…"
director-level authorization custodial releases unaccompanied minors,5,0.029206,1,Discusses CAM and child parole pathways but not director-level custodial release authorization,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes",,"[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","54635, 54637 (Aug. 11, 2023) (CBP “will determine, on a case-by-case basis, whether to exercise discretion to grant parole to the beneficiary at an interior [port of entry] upon their arrival.”). 6. Central American Minors Program The Central American Minors Program (“CAM”) permits individuals from El Salvador, Honduras, and Guatemala who are lawfully present in the United States to request that their qualifying children and relatives not present in the United States be granted access to the U.S. Refugee Admissions Program (“USRAP”).8 See Central American Minors Program, 88 Fed. Reg. 21694 (Apr. 11, 2023). Qualifying children and eligible family members granted access to the USRAP via the CAM program are interviewed by USCIS Refugee Officers and are either granted refugee status or, upon a failure to establish refugee status, considered on a case-by-case basis for parole. See id. at 21696;9 cf. 8 U.S.C. § 1182(d)(5)(B) (“The [Secretary] . . . may not parole into the United States an a…"
