label,label_reason,query,rank,rrf_score,title,agencies_affected,subject_matter,full_chunk_text
,,immigration medical exam requirements policy,1,0.032018,"OMB temporarily pauses agency grant, loan, and financial assistance programs","[""Unspecified/Other""]",[],"As described above, national refugee resettlement organizations often partner with a wide network of local affiliates that help newly-arrived individuals and families enroll children in school, find housing and cover rent, find employment, and sign up for health insurance, among other tasks. Case 1:25-cv-00605 Document 1 Filed 03/03/25 Page 16 of 28 17 45. Through the Texas Office for Refugees and partner agencies as Texas RD, as well as directly, CCFW currently supports more than 100,000 eligible individuals and families in Texas under the Refugee Support Services and Cash and Medical Assistance programs. 46. Cash and Medical Assistance (CMA) consists of two sub-programs: Refugee Cash Assistance (RCA) and Refugee Medical Assistance (RMA). a. The RCA program provides individuals and families from ORR-eligible populations, as authorized by Congress, who are ineligible for Temporary Assistance for Needy Families (TANF), up to twelve months of cash assistance and provides referrals to meet core needs while participants seek self-sufficiency. b. The RMA program provides up to twelve months of medical coverage to ORR-eligible populations who are ineligible for Medicaid. The benefits mirror Medicaid in each state. 47. Refugee Support Services (RSS) includes fourteen (14) sub-programs, including but not limited to English language instruction, job readiness and placement services, civics instruction to prepare for completion of the U.S. Citizenship and Immigration Service (USCIS) Naturalization Interview and Civics Test, pre-high school equivalency instruction to prepare for a standard General Educational Development (GED) course or to take the GED Exam, and vocational training."
,,immigration medical exam requirements policy,2,0.030886,USCIS waives COVID-19 vaccination requirement for Adjustment of Status applicants,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other""]","Home > Newsroom > All News > Alerts > USCIS Waives COVID-19 Vaccination Requirement for Adjustment of Status Applicants USCIS Waives COVID-19 Vaccination Requirement for Adjustment of Status Applicants Release Date : 01/22/2025 Effective Jan. 22, 2025, USCIS is waiving any and all requirements that applicants for adjustment of status to that of a lawful permanent resident present documentation on their Form I-693, Report of Immigration Medical Examination and Vaccination Record, that they received the COVID-19 vaccination. USCIS will not issue any Request for Evidence or Notice of Intent to Deny related to proving a COVID-19 vaccination. USCIS will not deny any adjustment of status application based on the applicant’s failure to present documentation that they received the COVID-19 vaccination. Last Reviewed/Updated: 01/22/2025 MENU 1/23/25, 5:41 PM USCIS Waives COVID-19 Vaccination Requirement for Adjustment of Status Applicants | USCIS https://www.uscis.gov/newsroom/alerts/uscis-waives-covid-19-vaccination-requirement-for-adjustment-of-status-applicants 1/1"
,,immigration medical exam requirements policy,3,0.030622,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,"[""Unspecified/Other""]","[""Refugees"", ""Unspecified/Other""]","Identify the total number of Injunction-Protected Refugees. b. Provide a high-level overview of the countries or regions in which the Injunction-Protected Refugees are located, as well as the RSCs Case 2:25-cv-00255-JNW Document 119 Filed 05/05/25 Page 11 of 14 COMPLIANCE FRAMEWORK ORDER - 12 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 with which they worked to receive conditional approval status and travel documents. c. Identify the number of refugees admitted monthly to the United States through USRAP in August 2024, September 2024, October 2024, November 2024, December 2024, and January 2025. This data set will serve as a reference regarding feasible admission rates under the status quo ante litem. (3) After completing the 28-day compliance schedule outlined above and submitting the final report (on Day 31), Defendants must submit weekly reports to the Court detailing actions taken since the last report to comply with the Court’s injunctions. These reports must identify the number of Injunction-Protected Refugees (broken down by I-590 and I-730 refugees) who, in that week: a. Received independent travel documents, and of those refugees, the number admitted to the United States; b. Had travel facilitated by IOM, and of those refugees, the number admitted to the United States; c. Were scheduled for medical exams; d. For whom medical exam results were received; and e. Received renewed security authorizations. f. Additionally, the report must provide an overview of the cities and states in which Injunction-Protected Refugees have been resettled Case 2:25-cv-00255-JNW Document 119 Filed 05/05/25 Page 12 of 14"
,,immigration medical exam requirements policy,4,0.030077,EOIR Acting Deputy Director issues guidance on the handling of classified information in EOIR proceedings,"[""Executive Office for Immigration Review""]","[""Unspecified/Other""]","The purpose of the procedures set forth herein is to establish an updated framework governing the use and handling of classiﬁed information within the immigration court system, and to protect against the unauthorized disclosure of any such classiﬁed information, in accordance with applicable authority including Executive Order (E.O.) 13526 (2009) and 32 C.F.R. Part 2001. Other authority for this OPPM includes all relevant regulations under Title 8 of the C.F.R., executive orders, and Department of Justice (DOJ) orders, policy statements, and instructions, and all other applicable provisions of law. Nothing is this memorandum is intended to supplant or modify DOJ policies and procedures regarding the use of information obtained or derived from the Foreign Intelligence Surveillance Act, 50 U.S.C. § 1801 et seq. The use of, and litigation relating to, any such information, whether classiﬁed or unclassiﬁed, is subject to statutory requirements and DOJ policy memoranda and must be coordinated with DOJ’s National Security Division. The procedures set forth in this memorandum are intended to comply with all relevant DOJ and originating agency requirements regarding equipment, facilities, and protection of classiﬁed information. The Executive Ofﬁce for Immigration Review (EOIR) must comply with all U.S. Government requirements for safeguarding classiﬁed materials and for approving and maintaining the security of IT equipment and facilities used for such materials. Whenever circumstances appear to be beyond the scope of this OPPM, personnel of the Ofﬁce of the Chief Immigration Judge (OCIJ) shall request assistance and guidance from their Court Administrator, Assistant Chief Immigration Judge (ACIJ), and/or the EOIR Ofﬁce of Security (EOIR/OS)."
,,immigration medical exam requirements policy,5,0.029572,DHS terminates Temporary Protected Status for Honduras,"[""U.S. Citizenship and Immigration Services""]","[""TPS""]","¶¶ 5–6. After Hurricane Katrina in 2005, A.C. helped clean up and rebuild New Orleans. Id. ¶ 6. During the Covid-19 pandemic, A.C. was an essential worker for a company that constructed barges for the transportation of petroleum. Id. ¶ 6. Without TPS, A.C. would lose his ability to work, and not be able to take and pass a pilot exam after investing approximately $35,000 in pilot training. Id. ¶ 9. J.L. is 60 years old, a native of Nicaragua, and has lived in the United States for almost 30 years. Compl. ¶ 138(f). For the past 20 years, J.L. has worked as a manufacturing technician in a semiconductor factor. Id. He has a pacemaker and takes daily medication to manage for heart Case 3:25-cv-05687-TLT Document 73 Filed 07/31/25 Page 5 of 37 6 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 United States District Court Northern District of California failure. Id. Without TPS, he would lose his job, his driver’s license, and access to healthcare. Id. He worries that he would not receive adequate medical care and face political persecution in Nicaragua. Id. Defendants are the Secretary of Homeland Security Kristi Noem, the United States Department of Homeland Security (“DHS”), and the United States of America. Compl. ¶¶ 22 – 24. The termination notices imposed in connection with this proceeding began on June 6, 2025. On June 6, 2025, the Secretary published a federal registrar notice that terminated TPS for Nepal effective August 5, 2025. See 90 Fed. Reg."
,,special immigrant juvenile status SIJS policy,1,0.032522,USCIS updates policy on applying discretion in adjudications,[],[],"[^ 60] For definitions of public safety and national security concerns, see Updated Guidance for the Referral of Cases and Issuance of Notices to Appear (NTAs) in Cases Involving Inadmissible and Deportable Aliens (PDF), PM-602-0050.1, issued June 28, 2018. [^ 61] The oﬀicer should not go behind the record of conviction to reassess an alien’s ultimate guilt or innocence, but rather inquire into the circumstances surrounding the commission of the crime in order to determine whether a favorable exercise of discretion is warranted. See Matter of Edwards (PDF), 20 I&N Dec. 191, 197 (BIA 1990). [^ 62] USCIS considers findings of juvenile delinquency on a case-by-case basis, based on the totality of the evidence, to determine whether a favorable exercise of discretion is warranted. Therefore, an adjustment applicant must disclose all arrests and charges. If any arrest or charge was disposed of as a matter of juvenile delinquency, the applicant must include the court or other public record that establishes this disposition. See Volume 7, Adjustment of Status, Part A, Adjustment of Status Policies and Procedures, Chapter 4, Documentation, Section A, Initial Evidence, Subsection 7, Certified Copies of Arrest Records and Court Dispositions [7 USCIS-PM A.4(A)(7)]. For more information, see Volume 7, Adjustment of Status, Part B, 245(a) Adjustment [7 USCIS-PM B] and Part F, Special Immigrant-Based (EB-4) Adjustment, Chapter 7, Special Immigrant Juveniles, Section C, Eligibility Requirements, Subsection 4, Admissibility and Waiver Requirements [7 USCIS-PM F.7(C)(4)]."
,,special immigrant juvenile status SIJS policy,2,0.032522,"USCIS proposes changes to Form G-325A, Biographic Information (for Deferred Action)","[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other""]","USCIS issued a notice and request for comments on proposed changes to Form G-325A, “Biographic Information (for Deferred Action),” which is used to request deferred action (other than deferred action relating to DACA, VAWA self-petitions, and A-3, G-5, T, and U nonimmigrant status). Among other things, USCIS proposes eliminating the ""Labor Investigation-Based,"" (commonly known as Deferred Action for Labor Enforcement), ""Special Immigrant Juvenile,"" and ""Statelessness"" deferred action categories. The revisions would also remove the ability for applicants to request an employment authorization and Social Security card through the form. Comments are due July 28, 2025. Trump 2.0 [ID #1783]"
,,special immigrant juvenile status SIJS policy,3,0.031746,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","Garland, No. 21-60065 (5th Cir. filed Feb. 1, 2021) (describing a family that was kidnapped en route to an MPP hearing and held for ransom); see also Hamed Aleaziz and Adolfo Flores, “They Missed Their US Asylum Hearings Fearing the Cartel Would Kill Them. Now They’re Stuck in Mexico,” Buzzfeed, May 18, 2021. 86 Relief or protection from removal is defined to include EOIR grants of asylum, grants of relief in non-asylum removal proceedings, withholding of removal, or conditional grants; DHS grants of Special Immigrant Juvenile (SIJ) status, lawful permanent residence, S, T, or U nonimmigrant status, and Temporary Protected Status (TPS); the exercise of DHS prosecutorial discretion; and findings by DHS that the subject is a U.S. citizen or lawfully present noncitizen not subject to removal. See FY 2020 Enforcement Lifecycle Report, supra, note 75. 87 As discussed in note 79, this figure includes cases that were terminated. For those located in the United States, termination ends removal proceedings and effectively allows the subject to remain in the United States until further action is taken. The low relief-granted rates for both the MPP and comparable non-MPP cases are likely the result of a number of different factors. During this period, a policy was implemented that barred asylum for individuals who transited through third countries and decisions were issued that limited humanitarian protection claims based on family membership and gender; these likely depressed grant rates."
,,special immigrant juvenile status SIJS policy,4,0.030550,USCIS issues final rule on public charge inadmissibility grounds,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other""]","The rule further defines the term “public benefit” to include any cash benefits for income maintenance, Supplemental Security Income (SSI), Temporary Assistance to Needy Families (TANF), Supplemental Nutritional Assistance Program (SNAP), most forms of Medicaid, and certain housing programs. The regulation also excludes from the public benefits definition: public benefits received by individuals who are serving in active duty or in the Ready Reserve component of the U.S. armed forces, and their spouses and children; public benefits received by certain international adoptees and children acquiring U.S. citizenship; Medicaid for aliens under 21 and pregnant women; Medicaid for school-based services (including services provided under the Individuals with Disabilities Education Act); and Medicaid benefits for emergency medical services. This rule also makes certain nonimmigrant aliens in the United States who have received designated public benefits above the designated threshold ineligible for change of status and extension of stay if they received the benefits aer obtaining the nonimmigrant status they seek to extend or from which they seek to change. U.S. Citizenship mdl Imnrigruion Services AILA Doc. No. 19081201. (Posted 8/12/19) 8/12/2019 USCIS Announces Final Rule Enforcing Long-Standing Public Charge Inadmissibility Law | USCIS https://www.uscis.gov/news/news-releases/uscis-announces-final-rule-enforcing-long-standing-public-charge-inadmissibility-law 2/2 Importantly, this regulation does not apply to humanitarian-based immigration programs for refugees, asylees, Special Immigrant Juveniles (SIJs), certain traﬀicking victims (T nonimmigrants), victims of qualifying criminal activity (U nonimmigrants), or victims of domestic violence (VAWA self-petitioners), among others. This rule also explains how USCIS will exercise its discretionary authority, in limited circumstances, to oﬀer an alien inadmissible only on the public charge ground the opportunity to post a public charge bond."
,,special immigrant juvenile status SIJS policy,5,0.029644,"DOS proposes revisions to Form DS-234, Special Immigrant Visa Biodata","[""Unspecified/Other""]","[""Special Immigrant""]","DOS announces proposed revisions to Form DS-234, Special Immigrant Visa Biodata Form and provides a 60-day comment period ending on July 29, 2025. Form DS–234 elicits information used to determine the eligibility of certain Iraqis and Afghan SIV recipients for refugee resettlement benefits. [Trump 2.0 ID #]"
,,TPS designation criteria policy,1,0.032787,DHS terminates Temporary Protected Status for Honduras,"[""U.S. Citizenship and Immigration Services""]","[""TPS""]",". for which a designation is in effect under this subsection and shall determine whether the conditions for such designation under this subsection continue to be met.” Id. at § 1254a(b)(3). If the Secretary finds that the conditions are no longer met, she “shall terminate the designation by publishing notice in the Federal Register of the determination.” Id. Termination is not effective “earlier than 60 days after the date the notice is published or, if later, the expiration of the most recent previous extension.” Id. If the conditions are still met, the Secretary may extend the designation “for an additional period of 6 months (or, in the discretion of the [Secretary], a period of 12 or 18 months).” Id. To qualify for TPS, an individual must meet certain criteria including having been “continuously physically present in the United States since the effective date of the most recent designation,” he or she must have “continuously resided in the United States since such date as the [Secretary] may designate,” he or she must timely register for TPS, and he or she must not have a disqualifying criminal record. Id. at § 1254a(c). An individual who has been convicted of any felony or 2 or more misdemeanors in the United States does not qualify for TPS. Id. at § Case 3:25-cv-05687-TLT Document 73 Filed 07/31/25 Page 8 of 37 9 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 United States District Court Northern District of California 1254a(c)(2)(B). Those who qualify for TPS are protected from removal and are granted work authorization."
