label,label_reason,query,rank,rrf_score,title,agencies_affected,subject_matter,full_chunk_text
,,changes to employment based green card quotas,1,0.031545,"USCIS proposes changes to Form G-325A, Biographic Information (for Deferred Action)","[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other""]","USCIS issued a notice and request for comments on proposed changes to Form G-325A, “Biographic Information (for Deferred Action),” which is used to request deferred action (other than deferred action relating to DACA, VAWA self-petitions, and A-3, G-5, T, and U nonimmigrant status). Among other things, USCIS proposes eliminating the ""Labor Investigation-Based,"" (commonly known as Deferred Action for Labor Enforcement), ""Special Immigrant Juvenile,"" and ""Statelessness"" deferred action categories. The revisions would also remove the ability for applicants to request an employment authorization and Social Security card through the form. Comments are due July 28, 2025. Trump 2.0 [ID #1783]"
,,changes to employment based green card quotas,2,0.031010,DHS Ends Automatic Extension of Employment Authorization Documents,"[""U.S. Citizenship and Immigration Services""]","[""Employment Verification"", ""Unspecified/Other""]","U.S. Citizenship and Immigration Services (USCIS) issued an interim final rule (IFR) to end the automatic 540-day extension under 8 C.F.R § 274a.13 of Form I-766 employment authorization documents (EADs) that were timely filed. Applications filed before October 30, 2025, will still receive the automatic extension. This policy applies to refugees, asylees, green-card applicants, and noncitizens applying for or granted withholding of removal, among others. The IFR does not affect automatic extension of EADs for Temporary Protected Status (TPS) beneficiaries under Immigration and Nationality Act (INA) § 244 or the validity of EADs that were automatically extended prior to October 30 or which are otherwise automatically extended by law or Federal Register notice. USCIS states the change aims to strengthen vetting and security checks, including more background checks and biometric data collection. USCIS acknowledges that this change could leave some individuals temporarily out of work. USCIS asserts that this action is consistent with EO 14159 § 16's directive to DHS to take all appropriate action to ensure EADs are issued consistent with Immigration and Nationality Act (INA) § 274A and EADs are not issued to unauthorized noncitizens. Public comments must be received on or before December 1, 2025. Trump 2.0 [ID #2037]"
,,changes to employment based green card quotas,3,0.030798,"DOJ sues Illinois over ""Right to Privacy in the Workplace Act"" amendments","[""Unspecified/Other""]","[""Employment Verification""]","§ 1324a(1)(B), (b). This verification requirement is the source of the all-too-familiar Form I-9 employment verification form. As a prerequisite to employment, all prospective employees must complete a Form I-9 that attests to their citizenship, immigration status, and identity as established by documents such as a passport, social security card, Case: 1:25-cv-04811 Document #: 37 Filed: 08/19/25 Page 4 of 17 PageID #:365 5 or driver’s license. Id. § 1324a(b). Employers must then verify that the prospective employee is eligible for employment based on this documentation and representations on the I-9 form. Id. In 1996, to assist employers in meeting their legal obligation to verify the employment eligibility of their employees, Congress established what is now known as the “E-Verify” program. See Illegal Immigration Reform and Immigrant Responsibility Act (“IIRIRA”) §§ 401-405, Pub. L. 104-208, Div. C, Title IV, Subtitle A, 110 Stat., §§ 3009-655 through 3009-666, codified as a note to 8 U.S.C. § 1324a. E-Verify is a voluntary program that enables employers to compare the information on an employee’s Form I-9 with federal government records through an online system managed by the Department of Homeland Security. Id. § 403. If the employee’s Form I-9 information and federal government records do not match, E-Verify sends the employer a “tentative nonconfirmation notice.” Id. The employer is then required to notify the employee that they received a tentative nonconfirmation and afford the employee the right to contest the notice."
,,changes to employment based green card quotas,4,0.030214,DHS terminates Temporary Protected Status for Honduras,"[""U.S. Citizenship and Immigration Services""]","[""TPS""]","government officials. Some also live in fear of leaving the house, speaking their native language, or disclosing their nationality due to the racist targeting of non-white migrants. Harm to Plaintiffs 138. Plaintiff National TPS Alliance has over 1,000 Honduran, Nepali, and Nicaraguan TPS holder members. These members are anxious and desperate. If the United States will not allow them to stay, they do not know where they will go or what they will do. Among them: a) R.A. is 26 years old and a native of Nepal. She currently works as a labor and delivery nurse at a hospital in Austin, Texas. She specializes in caring for patients with high-risk pregnancies, and her employer has filed paperwork to sponsor her for a green card based on her specialized training and skills. However, R.A. must maintain lawful status and work authorization while her application is pending in order to be approved for her green card. As TPS is her only form of work authorization and immigration status, she is at risk of losing both her current status as well as the opportunity to obtain her green card. R.A. has lived in the United States since she was 16 years old, graduating from high school, community college, and nursing school. At the height of the COVID pandemic, prior to the availability of any vaccines, she was a front-line worker at a hospital, screening patients for possible COVID infections and escorting them to quarantine units. R.A.’s mother also resides in the United States and is a TPS holder."
,,changes to employment based green card quotas,5,0.029214,DOL proposes new collection form for employers seeking to employ H-2B nonimmigrant workers,"[""Unspecified/Other""]","[""Unspecified/Other""]","On December 15, 2022, DHS and DOL jointly published a TFR authorizing an increase of up to 64,716 additional H-2B visas for the entirety of FY 2023. As in the FY 2022 TFRs, the additional visas were available only to employers that attested they were suffering or would suffer impending irreparable harm without the additional workers. The 64,716 additional visas included 44,716 reserved for returning workers from one of the last three fiscal years (FY 2020, 2021, or 2022), which were distributed in several allocations based on date of employer need: 18,216 for employers with requested employment start dates on or before March 31, 2023; 16,500 for employers with requested employment start dates from April 1, 2023, to May 14, 2023 (early second half allocation); and 10,000 for employers with requested employment start dates from May 15, 2023, to Sept. 30, 2023 (late second half allocation). The remaining 20,000 visas were available for the entirety of FY 2023, and were set aside for nationals of El Salvador, Guatemala, Honduras, and Haiti, who were exempt from the returning worker requirement. On November 17, 2023, DHS and DOL jointly published a TFR authorizing an increase of up to 64,716 additional H-2B visas for the entirety of FY 2024. As in the FY 2023 TFR, the additional visas were available only to employers that attested they were suffering or would suffer impending irreparable harm without the additional workers. The 64,716 additional visas included 44,716 reserved for returning workers from one of the last three fiscal years (FY 2021, 2022, or 2023), which were distributed in several allocations based on date of employer need: 20,716 for employers with requested employment start dates on or before March 31, 2024; 19,000 for employers with requested employment start dates from April 1, 2024, to May 14, 2024 (early second half allocation); and 5,000 for employers with requested employment start dates from May 15, 2024, to September 30, 2024 (late second half allocation)."
,,USCIS policy manual updates on adjustment of status,1,0.032522,USCIS updates policy on applying discretion in adjudications,[],[],"For benefits involving discretion, a discretionary analysis is a separate component of the adjudication of the benefit request; it is typically assessed at the end of the review, after an officer has determined that the requestor meets all other applicable eligibility requirements.3 This guidance, contained in Volumes 1 and 10 of the Policy Manual, incorporates and replaces Chapter 10.15 of the Adjudicator’s Field Manual (AFM), as well as the AFM’s related appendices, and related policy memoranda.4 The guidance contained in the Policy Manual is controlling and supersedes any related prior guidance on the topic. 1 See “Proclamation Suspending Entry of Aliens Who Present a Risk to the U.S. Labor Market Following the Coronavirus Outbreak.” 2 See INA 291. 3 See, for example, INA 245(a): “The status of an alien who was inspected and admitted or paroled into the United States . . . may be adjusted by the Attorney General, in his discretion and under such regulations as he may prescribe, to that of an alien lawfully admitted for permanent residence if . . . .” 4 USCIS is also making minor technical updates in other Policy Manual parts consistent with this update. AILA Doc. No. 20071531. (Posted 7/15/20) www.uscis.gov PA-2020-10: Applying Discretion in USCIS Adjudications Page: 2 Policy Highlights • Provides an overview and general goals of the discretionary analysis, including the appropriate scope of discretion. • Provides non-exhaustive lists of discretionary factors that officers should consider on a case­ by-case basis."
,,USCIS policy manual updates on adjustment of status,2,0.032018,USCIS issues final rule on public charge inadmissibility grounds,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other""]","U.S. Department of Homeland Security U.S. Citizenship and Immigration Services www.uscis.gov U.S. Citizenship and Immigration Services Office of the Director Camp Springs, MD 20588-0009 July 20, 2023 PA-2023-20 Policy Alert SUBJECT: Incorporating Guidance on Applicability of the Public Charge Ground of Inadmissibility Purpose U.S. Citizenship and Immigration Services (USCIS) is updating the USCIS Policy Manual to help applicants for adjustment of status more easily identify whether they are subject to the public charge ground of inadmissibility under section 212(a)(4) of the Immigration and Nationality Act (INA). Background Under INA 212(a)(4), an applicant for a visa, admission, or adjustment of status who is likely at any time to become a public charge, is inadmissible. The public charge ground of inadmissibility applies to such applicants unless they are exempt from this ground. This update does not change USCIS policy, rather it incorporates information from the related appendices1 in Part G of Volume 8 of the Policy Manual into the guidance under Chapter 3 (Applicability) to help applicants for adjustment of status more easily identify whether the public charge ground of inadmissibility applies to a specific adjustment of status category. Additional information about the public charge ground of inadmissibility also remains available on the USCIS Public Charge Resources webpage. This guidance, contained in Volume 8 of the Policy Manual, is controlling and supersedes any related prior guidance on the topic."
,,USCIS policy manual updates on adjustment of status,3,0.031498,USCIS waives COVID-19 vaccination requirement for Adjustment of Status applicants,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other""]","Home > Newsroom > All News > Alerts > USCIS Waives COVID-19 Vaccination Requirement for Adjustment of Status Applicants USCIS Waives COVID-19 Vaccination Requirement for Adjustment of Status Applicants Release Date : 01/22/2025 Effective Jan. 22, 2025, USCIS is waiving any and all requirements that applicants for adjustment of status to that of a lawful permanent resident present documentation on their Form I-693, Report of Immigration Medical Examination and Vaccination Record, that they received the COVID-19 vaccination. USCIS will not issue any Request for Evidence or Notice of Intent to Deny related to proving a COVID-19 vaccination. USCIS will not deny any adjustment of status application based on the applicant’s failure to present documentation that they received the COVID-19 vaccination. Last Reviewed/Updated: 01/22/2025 MENU 1/23/25, 5:41 PM USCIS Waives COVID-19 Vaccination Requirement for Adjustment of Status Applicants | USCIS https://www.uscis.gov/newsroom/alerts/uscis-waives-covid-19-vaccination-requirement-for-adjustment-of-status-applicants 1/1"
,,USCIS policy manual updates on adjustment of status,4,0.030090,USCIS issues guidance on derogatory information unknown to the benefit requestor,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","USCIS, which caused USCIS to review its method of disclosure and consider situations where USCIS may release copies of source documents containing derogatory information.2 However, USCIS may not be able to release source documents or disclose detailed descriptions of all information due to informationsharing limitations, such as classified information, information subject to agreements with agencies that own the information, and information protected by confidentiality and privacy laws. Therefore, USCIS is now updating policy guidance to explain its approach to disclosing derogatory information and promote consistency across operations. This guidance, contained in Volume 1 of the Policy Manual, is effective immediately and applies to benefit requests pending or filed on or after the publication date. The guidance contained in the Policy Manual is controlling and supersedes any related prior guidance. 1 See 8 CFR 103.2(b)(16)(i). 2 See Zerezghi v. USCIS, 955 F.3d 802, 810 (9th Cir. 2020). Zerezghi provided that USCIS should provide the petitioner with “specific, rebuttable details” or the “underlying document” when USCIS intends to deny a Petition for Alien Relative (Form I-130) based on derogatory information of which the petitioner is unaware. PA-2025-09: Derogatory Information Unknown to the Benefit Requestor Page: 2 Policy Highlights • Explains that when USCIS intends to make an adverse decision based on derogatory information of which a benefit requestor appears to be unaware, USCIS generally discloses the information in a detailed description, if permissible."
,,USCIS policy manual updates on adjustment of status,5,0.030077,"USCIS provides new edition of Form N-644, Application for Posthumous Citizenship","[""U.S. Citizenship and Immigration Services""]","[""Naturalization""]","12/1/2020 Forms Updates | USCIS https://www.uscis.gov/forms/forms-updates 1/3 Home > Forms > Forms Updates Forms Updates This page lists updates to forms as we publish them, along with a brief explanation of the nature of the update. For forms updates older than five years, see our Archive. Subscribe to get notifications of forms updates: Get Updates by Email Email Address Enter your email address e.g. name@email.com Submit Update to Form I-905, Application for Authorization to Issue Certification for Health Care Workers. New Edition Dated 11/10/20. November 30, 2020 Edition Date: 11/10/20. We will also accept the 10/30/11 and 02/11/14 editions. You can find the edition date at the bottom of the page on the form and instructions. Update to Form N-644, Application for Posthumous Citizenship. New Edition Dated 11/10/20. November 30, 2020 Edition Date: 11/10/20. We will also accept the 08/05/15 edition. You can find the edition date at the bottom of the page on the form and instructions. Search by content Search USCIS Response to Coronavirus 2019 (COVID-19) AILA Doc. No. 20011661. (Posted 12/1/20) 12/1/2020 Forms Updates | USCIS https://www.uscis.gov/forms/forms-updates 2/3 Update to Form I-865, Sponsor's Notice of Change of Address. New Edition Dated 11/10/20. November 30, 2020 Edition Date: 11/10/20. We will also accept the 07/17/15 edition. You can find the edition date at the bottom of the page on the form and instructions. Update to Form I-360, Petition for Amerasian, Widow(er), or Special Immigrant."
,,changes to STEM OPT extension rules,1,0.030310,"EOIR issues guidance on Pereira v. Sessions, announcing changes in NTA filings and case scheduling","[""Customs and Border Protection"", ""Immigration and Customs Enforcement"", ""U.S. Citizenship and Immigration Services"", ""Executive Office for Immigration Review""]","[""Unspecified/Other""]","(emphasis added). Both clues confirm what common sense suggests: IIRIRA requires the agency to give an alien time-and-place information in her NTA, and then let her know if that information changes. The agency cannot opt out of the timeand-place requirement and then cure any deficiencies by providing that information—for the first time—in a document reserved to communicate “the new time or place” of proceedings “in the case of any change or postponement.” Id. § 1229(a)(2)(A). Ordinary usage illustrates the meaning of the text in context.11 Any reasonable reader would understand paragraph 10 Paragraph (1) already requires “[t]he time.” 8 U.S.C. § 1229(a)(1)(G)(i). 11 The statutory history discussed in Section I.A solidifies our understanding. As outlined, the government could serve an “order to show cause” without time-and-place information before IIRIRA. See 43 Fed. Reg. at 36,239 (stating that time-and-place information “may be stated in the order [to show cause] or may be later specified” (emphasis added)); 8 U.S.C. § 1252b(a)(2)(A) (1994) (stating that time-and-place 20 (2)’s use of “change” to mean a change from something to a different something—not from nothing to something. Cf. In re Brewer, 863 F.3d 861, 876 (D.C. Cir. 2017) (“Ex nihilo nihil fit.”); William Shakespeare, King Lear, act 1, sc. 1 (Bernhard Tauchnitz 1868) (“Nothing will come of nothing.”). Examples abound. No reasonable diner would expect to get seating for two by calling a restaurant to “change” a reservation he never made."
,,changes to STEM OPT extension rules,2,0.030282,DHS terminates Temporary Protected Status for Honduras,"[""U.S. Citizenship and Immigration Services""]","[""TPS""]","1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 United States District Court Northern District of California UNITED STATES DISTRICT COURT NORTHERN DISTRICT OF CALIFORNIA NATIONAL TPS ALLIANCE, et al., Plaintiffs, v. KRISTI NOEM, et al., Defendants. Case No. 25-cv-05687-TLT ORDER GRANTING PLAINTIFFS’ MOTION TO POSTPONE Re: ECF 17 The freedom to live fearlessly, the opportunity of liberty, and the American dream. That is all Plaintiffs seek. Instead, they are told to atone for their race, leave because of their names, and purify their blood. The Court disagrees. Pending before the Court is Plaintiffs’ motion to postpone effective date of agency action. ECF 17. Defendants filed an opposition on July 14, 2025. ECF 45. Plaintiffs filed a reply on July 18, 2025. ECF 53. The Court heard oral argument on July 29, 2025. Having considered the parties’ briefs, the relevant legal authority, oral argument, and for the reasons below, the Court GRANTS the motion to postpone. The Court orders that the TPS terminations shall be postponed to preserve the status quo and until a hearing on the merits on November 18, 2025. Postponement will be subject to extension at the November 18, 2025 hearing. I. BACKGROUND A. Plaintiffs and Nepal, Honduras, and Nicaragua TPS Holders The parties concede that each of the individually named Plaintiffs have not suffered any felony or misdemeanor convictions. None have violated the law, and each have maintained their obligations parenting, working, and abiding by the rules imposed on them as TPS holders."
